Ziffer-Index;Erkannt als;Richtige Antwort:
8;6;5
115;9;4
124;4;7
149;4;2
241;5;9
247;2;4
321;7;2
340;3;5
352;3;5
358;9;7
412;3;5
445;0;6
447;9;4
495;2;8
551;1;7
565;9;4
582;2;8
591;3;8
629;6;2
659;8;2
684;2;7
689;9;7
691;4;8
707;9;4
717;6;0
740;9;4
760;9;4
791;9;5
810;2;7
839;3;8
846;9;7
950;2;7
951;4;5
956;6;1
959;9;4
982;2;3
1003;3;5
1014;5;6
1032;8;5
1039;9;7
1044;8;6
1055;9;7
1107;3;9
1112;6;4
1143;3;7
1173;9;7
1182;8;6
1191;7;0
1194;9;7
1200;3;8
1204;2;3
1226;2;7
1232;4;9
1242;9;4
1247;3;9
1260;1;7
1283;2;7
1289;9;5
1299;7;5
1319;3;8
1326;2;7
1328;9;7
1378;6;5
1393;3;5
1494;9;7
1500;1;7
1522;9;7
1530;7;8
1543;9;7
1549;6;4
1553;3;9
1570;6;0
1581;9;7
1609;6;2
1621;6;0
1670;3;5
1678;0;2
1681;7;3
1709;3;9
1717;0;8
1721;9;7
1737;3;5
1754;2;7
1790;9;2
1843;2;0
1901;4;9
1913;8;3
1938;6;4
1940;0;5
1941;9;7
1970;3;5
1973;3;8
1981;4;6
1982;5;6
1984;0;2
1987;9;0
2016;2;7
2024;9;7
2035;3;5
2043;8;4
2044;7;2
2053;9;4
2070;9;7
2098;0;2
2109;7;3
2118;0;6
2125;9;5
2129;3;9
2130;9;4
2182;2;1
2186;3;2
2224;8;5
2272;0;8
2293;6;9
2325;3;7
2329;2;0
2339;8;5
2369;8;5
2372;9;7
2378;2;0
2387;1;9
2393;3;8
2395;3;8
2406;1;9
2422;4;6
2433;1;2
2447;9;4
2454;8;6
2488;9;2
2525;3;5
2526;3;5
2539;9;7
2545;3;5
2604;3;5
2607;1;7
2648;0;9
2654;1;6
2695;4;7
2698;3;5
2758;3;8
2771;9;4
2810;3;5
2877;9;4
2896;3;8
2907;9;4
2915;3;7
2921;2;3
2925;0;5
2927;2;3
2939;5;9
2945;9;3
2970;3;5
2987;3;5
2995;8;6
3005;1;9
3030;2;6
3073;2;1
3102;3;5
3115;4;5
3117;9;5
3136;1;7
3145;9;5
3157;3;5
3189;4;7
3206;3;8
3225;1;7
3251;9;0
3284;7;8
3289;3;8
3323;3;8
3329;2;7
3330;3;2
3333;9;7
3376;9;7
3405;9;4
3451;9;7
3490;9;4
3503;1;9
3520;4;6
3533;9;4
3549;2;3
3550;5;6
3558;0;5
3559;5;8
3567;5;8
3597;3;9
3629;3;8
3656;3;7
3667;9;7
3674;3;8
3681;3;2
3688;1;6
3702;3;5
3718;9;4
3730;9;7
3751;2;7
3757;3;8
3767;2;7
3776;8;5
3780;6;4
3806;8;5
3808;8;7
3811;3;2
