Ziffer-Index;Erkannt als;Richtige Antwort:
8;2;5
15;3;5
16;4;9
22;4;6
38;1;2
41;9;7
43;4;2
45;3;5
46;3;1
51;4;3
53;3;5
55;3;0
59;9;5
61;4;8
64;4;7
66;0;6
75;4;7
80;9;7
84;4;8
92;4;9
97;9;7
98;2;6
110;3;8
111;1;7
114;9;7
120;3;5
124;4;7
125;4;9
128;9;8
132;3;5
133;9;7
144;9;7
149;4;2
150;4;9
151;3;9
153;3;5
164;4;6
165;3;5
167;4;5
172;3;2
177;4;8
179;1;8
181;3;8
184;3;8
185;4;9
187;3;5
193;3;9
195;4;3
207;3;5
211;8;5
213;1;3
215;3;0
217;1;6
218;7;5
219;3;5
222;3;2
225;0;2
226;3;8
232;1;8
233;9;8
240;3;5
241;3;9
242;9;8
243;4;7
245;6;3
247;6;4
253;3;5
257;1;8
259;0;6
261;0;5
264;1;9
266;3;8
268;4;8
277;4;8
281;4;9
282;1;7
289;3;5
290;4;8
299;3;8
301;4;7
307;9;7
316;1;6
317;4;5
318;3;2
319;3;5
320;1;9
321;7;2
324;3;0
331;3;2
336;4;9
338;3;8
340;6;5
341;4;6
344;4;8
346;3;0
349;9;3
351;3;5
352;0;5
355;1;8
356;3;5
359;4;9
362;3;2
366;4;6
367;3;5
373;1;8
374;4;8
391;4;8
395;3;5
397;3;5
401;3;8
403;4;8
404;3;2
406;0;5
412;3;5
421;0;2
429;4;8
431;3;8
433;4;5
435;3;8
436;1;8
443;3;0
444;8;2
445;4;6
447;9;4
448;3;9
456;3;2
457;4;6
460;9;5
464;9;3
465;9;8
468;9;7
469;4;5
474;4;8
478;2;5
479;3;9
483;7;5
486;4;8
490;4;0
491;3;5
492;0;2
495;3;8
498;1;0
499;4;6
502;4;5
507;1;3
508;5;6
509;3;5
510;9;7
514;4;6
515;4;3
519;9;4
520;1;8
522;4;7
527;0;8
528;4;3
530;4;9
531;6;3
538;1;8
542;4;8
543;3;8
547;3;2
550;9;7
551;1;7
552;4;0
553;6;8
554;4;7
562;4;9
563;3;8
565;9;4
569;4;3
571;9;4
572;4;8
577;9;3
580;3;8
582;1;8
583;4;2
588;3;5
591;3;8
596;3;8
597;4;0
601;4;8
603;4;8
605;9;7
606;3;8
609;1;2
613;8;2
614;1;3
617;4;7
618;3;5
621;1;8
624;1;2
627;1;9
628;9;3
629;6;2
631;4;8
638;7;5
641;4;8
642;4;0
645;3;5
646;6;2
654;3;5
655;3;8
658;9;7
659;3;2
661;3;0
664;1;8
667;1;7
671;4;9
673;4;9
674;3;5
684;3;7
685;3;8
688;4;6
689;9;7
690;3;2
691;4;8
692;7;5
693;1;8
694;1;5
699;9;3
703;9;7
710;3;5
714;3;8
715;0;2
717;6;0
718;3;8
720;3;5
723;1;0
726;3;7
728;3;2
738;3;2
739;3;5
740;9;4
741;3;2
751;3;5
761;1;8
764;4;2
771;9;7
778;3;5
781;3;8
785;3;5
787;4;8
791;4;5
793;3;8
797;1;5
800;3;8
805;9;8
806;3;8
810;0;7
812;3;5
816;3;2
828;3;2
832;9;7
834;1;6
837;1;2
839;3;8
841;4;7
844;3;8
856;7;5
857;3;5
863;4;2
866;4;5
870;1;6
872;1;8
874;4;9
875;4;2
876;3;8
877;3;8
878;3;8
879;5;8
881;9;4
895;3;0
896;2;0
898;1;7
899;3;8
902;9;4
914;1;8
915;3;8
922;0;2
924;0;2
928;4;9
930;1;7
934;4;5
935;4;5
936;3;8
939;0;2
940;4;6
943;1;6
944;1;3
947;9;8
950;4;7
951;4;5
955;3;5
956;6;1
960;9;7
961;1;8
965;0;6
975;4;2
983;1;8
985;0;2
990;3;2
991;8;3
992;4;9
998;4;8
999;4;9
1002;3;2
1003;3;5
1007;1;8
1012;9;7
1014;4;6
1018;4;8
1022;9;5
1026;4;8
1029;9;8
1031;4;2
1033;1;8
1036;3;2
1039;1;7
1044;4;6
1050;3;2
1052;9;8
1055;9;7
1062;9;3
1068;4;8
1070;4;5
1073;4;5
1081;4;9
1086;4;9
1087;1;5
1089;3;5
1091;4;7
1093;3;8
1096;9;7
1101;2;8
1102;3;5
1103;4;9
1107;3;9
1115;9;5
1117;1;7
1118;3;8
1119;9;7
1120;1;8
1124;9;8
1125;9;8
1127;9;3
1128;4;3
1131;4;5
1135;1;5
1143;9;7
1144;3;5
1146;3;5
1149;4;8
1153;1;6
1154;3;0
1156;9;7
1162;4;6
1164;9;7
1169;9;5
1170;9;8
1173;9;7
1176;3;0
1181;1;6
1182;4;6
1185;4;8
1190;3;5
1191;4;0
1192;3;9
1194;9;7
1198;4;8
1200;1;8
1202;4;8
1204;9;3
1206;1;7
1208;9;3
1209;4;6
1212;4;6
1219;3;8
1221;4;5
1226;2;7
1228;3;9
1229;3;8
1232;1;9
1233;6;5
1234;3;8
1235;3;5
1242;1;4
1243;4;5
1246;3;0
1247;0;9
1248;3;8
1250;1;6
1252;3;5
1256;3;2
1259;3;8
1260;1;7
1267;3;8
1268;9;8
1272;4;5
1273;4;0
1276;4;7
1281;3;5
1282;4;9
1283;2;7
1286;4;8
1287;3;8
1288;4;0
1289;4;5
1292;4;6
1298;4;3
1299;7;5
1303;3;2
1311;4;9
1312;4;8
1317;9;3
1319;3;8
1320;1;8
1324;1;8
1325;1;8
1326;1;7
1328;9;7
1330;9;4
1331;3;5
1334;3;5
1339;3;5
1344;1;6
1345;4;2
1347;9;7
1352;0;2
1353;3;8
1364;3;8
1371;3;8
