Ziffer-Index;Erkannt als;Richtige Antwort:
6;9;4
7;4;9
9;7;9
12;4;9
18;2;3
21;4;6
22;4;6
26;9;7
33;0;4
38;6;2
44;4;3
46;4;1
48;9;4
51;2;3
53;3;5
60;9;7
62;4;9
64;3;7
66;4;6
73;7;9
77;3;2
80;3;7
83;9;7
87;7;3
92;4;9
94;4;1
96;9;1
97;9;7
104;5;9
118;4;9
121;2;4
123;4;6
125;4;9
126;2;0
133;3;7
139;3;4
141;3;7
144;3;7
149;4;2
151;3;9
163;9;4
167;4;5
169;9;4
175;1;7
184;3;8
185;4;9
195;9;3
205;7;3
210;9;4
211;7;5
213;7;3
221;3;2
232;5;8
233;9;8
241;3;9
243;9;7
245;5;3
247;2;4
250;9;4
252;4;9
259;0;6
261;7;5
262;9;7
264;4;9
268;0;8
281;4;9
284;4;9
289;4;5
290;4;8
292;4;9
293;3;2
300;6;4
301;4;7
309;4;3
311;2;0
315;4;9
317;6;5
320;7;9
321;7;2
326;6;2
336;4;9
338;0;8
340;2;5
341;4;6
350;9;1
352;0;5
358;9;7
362;3;2
363;6;2
370;3;7
372;3;0
381;7;3
386;4;6
387;3;2
389;4;9
394;7;9
400;3;2
401;3;8
402;2;3
403;9;8
406;6;5
410;9;7
412;3;5
417;4;9
431;2;8
433;4;5
434;4;9
435;7;8
442;9;3
443;3;0
445;0;6
447;8;4
449;6;3
450;8;3
454;4;9
456;3;2
465;3;8
468;2;7
469;4;5
471;7;9
472;4;6
474;3;8
479;3;9
482;9;7
486;9;8
487;4;9
488;7;9
490;6;0
495;2;8
499;4;6
501;4;9
502;3;5
505;2;3
507;9;3
508;5;6
509;9;5
510;2;7
511;7;4
514;3;6
521;4;9
522;9;7
524;4;3
527;2;8
528;2;3
530;4;9
531;2;3
542;5;8
543;9;8
544;9;4
552;3;0
553;6;8
558;4;9
559;2;6
563;3;8
565;9;4
566;2;6
569;4;3
570;4;5
572;9;8
575;4;9
577;7;3
582;2;8
585;9;7
588;9;5
591;2;8
593;7;9
596;3;8
598;4;9
603;3;8
612;4;2
613;3;2
614;1;3
617;3;7
618;9;5
619;3;1
625;4;6
627;7;9
628;9;3
630;4;9
631;3;8
634;4;9
639;4;9
641;0;8
645;8;5
646;6;2
654;0;5
655;3;8
659;3;2
661;3;0
667;1;7
670;9;4
671;4;9
673;8;9
677;2;3
678;4;9
684;4;7
685;7;8
688;4;6
689;4;7
691;9;8
693;3;8
698;9;4
699;9;3
703;9;7
708;9;4
710;6;5
714;0;8
717;6;0
719;9;4
726;9;7
733;4;9
738;3;2
740;9;4
741;3;2
744;3;2
759;7;9
766;3;5
780;4;3
781;9;8
786;4;6
787;3;8
788;4;9
795;4;3
800;9;8
801;8;3
802;9;4
804;2;0
810;3;7
813;8;9
827;3;4
829;5;4
830;3;2
837;3;2
838;9;4
839;3;8
841;9;7
844;3;8
857;9;5
864;3;8
867;3;2
872;7;8
874;8;9
876;3;8
877;0;8
878;3;8
881;9;4
882;7;9
886;4;6
894;6;3
898;3;7
902;9;4
909;4;7
910;9;4
913;4;9
