Ziffer-Index;Erkannt als;Richtige Antwort:
8;6;5
33;0;4
92;4;9
124;4;7
149;9;2
151;8;9
193;4;9
195;8;3
233;7;8
241;8;9
247;2;4
259;0;6
300;6;4
313;5;3
320;7;9
321;7;2
340;3;5
341;4;6
352;0;5
358;9;7
359;4;9
362;7;2
386;5;6
412;3;5
445;0;6
448;8;9
449;5;3
468;2;7
478;8;5
479;3;9
495;2;8
502;3;5
507;5;3
511;8;4
530;4;9
531;6;3
551;1;7
565;9;4
578;2;3
582;2;8
591;3;8
619;8;1
627;4;9
629;6;2
658;0;7
659;9;2
684;2;7
691;4;8
707;9;4
717;6;0
720;8;5
740;9;4
760;9;4
791;9;5
810;2;7
839;3;8
844;7;8
881;9;4
898;8;7
900;3;1
924;7;2
930;9;7
938;5;3
939;5;2
947;9;8
950;2;7
956;2;1
960;1;7
965;0;6
982;2;3
1012;9;7
1014;5;6
1032;8;5
1039;9;7
1044;8;6
1068;4;8
1082;3;5
1107;3;9
1112;6;4
1114;8;3
1119;2;7
1173;9;7
1181;1;6
1182;8;6
1191;6;0
1192;4;9
1194;9;7
1198;4;8
1204;8;3
1206;2;7
1208;8;3
1226;2;7
1228;3;9
1232;4;9
1242;9;4
1247;0;9
1256;0;2
1260;1;7
1283;2;7
1289;9;5
1299;7;5
1319;3;8
1326;2;7
1328;9;7
1345;8;2
1378;6;5
1391;9;4
1393;3;5
1410;6;2
1429;4;9
1433;1;8
1444;4;6
1476;3;5
1494;0;7
1500;1;7
1522;9;7
1525;0;5
1527;6;1
1530;7;8
1549;6;4
1553;3;9
1559;7;9
1581;9;7
1609;6;2
1626;5;6
1634;7;4
1641;8;5
1671;9;7
1678;0;2
1681;7;3
1696;9;2
1709;5;9
1717;0;8
1718;3;7
1722;4;2
1732;5;9
1737;2;5
1751;2;4
1754;2;7
1765;5;3
1772;4;7
1773;8;1
1790;9;2
1800;4;6
1813;0;8
1819;5;6
1828;7;3
1850;9;8
1857;4;6
1868;4;1
1878;3;8
1880;0;6
1883;9;7
