Ziffer-Index;Erkannt als;Richtige Antwort:
0;9;7
1;6;2
2;9;1
3;9;0
4;9;4
5;9;1
6;6;4
7;4;9
8;9;5
9;1;9
10;1;0
11;9;6
12;6;9
13;1;0
14;5;1
15;9;5
16;6;9
17;9;7
18;9;3
19;6;4
21;9;6
23;9;5
24;9;4
25;9;0
26;9;7
27;9;4
28;9;0
29;6;1
30;9;3
31;2;1
32;9;3
33;9;4
34;1;7
35;1;2
36;6;7
37;6;1
38;6;2
39;5;1
40;5;1
41;9;7
42;6;4
43;1;2
44;9;3
45;9;5
46;9;1
47;6;2
48;9;4
49;9;4
50;9;6
51;9;3
52;9;5
53;9;5
55;9;0
56;9;4
57;9;1
58;6;9
59;9;5
60;9;7
61;6;8
62;2;9
63;6;3
64;9;7
65;6;4
67;9;4
68;9;3
69;9;0
70;9;7
71;9;0
72;9;2
73;6;9
74;5;1
75;6;7
76;9;3
77;9;2
79;1;7
80;9;7
82;9;2
83;9;7
84;9;8
85;9;4
86;9;7
87;9;3
88;9;6
89;5;1
90;9;3
91;9;6
93;9;3
94;9;1
95;9;4
96;6;1
97;9;7
98;9;6
101;1;0
102;9;5
103;9;4
104;3;9
106;1;2
107;5;1
109;6;4
110;6;8
111;9;7
112;6;3
114;5;7
115;6;4
116;2;4
117;9;4
118;6;9
119;9;2
120;9;5
121;9;4
122;2;7
124;6;7
126;9;0
127;6;5
128;9;8
129;9;5
132;9;5
133;6;7
134;6;8
135;5;1
136;6;0
137;6;1
139;9;4
141;9;7
142;9;3
143;9;1
144;9;7
145;6;1
146;6;8
147;9;2
148;6;0
149;9;2
152;6;5
153;9;5
154;6;1
155;6;5
157;9;0
158;9;3
159;6;4
160;6;4
161;9;6
162;9;5
163;9;4
164;5;6
165;9;5
166;6;4
167;9;5
168;6;1
169;6;4
170;9;4
171;6;7
172;9;2
173;9;3
174;9;2
175;9;7
176;0;1
177;9;8
178;6;1
179;9;8
180;6;1
181;9;8
182;9;5
183;9;0
184;9;8
185;6;9
186;6;2
187;9;5
188;1;0
189;6;1
190;5;1
191;6;1
192;1;0
194;1;0
196;5;1
198;6;4
199;9;2
200;9;3
201;9;6
202;9;1
203;6;1
204;9;1
205;9;3
206;6;9
207;9;5
208;9;2
210;9;4
211;6;5
212;4;9
213;6;3
215;6;0
216;9;3
218;6;5
219;9;5
220;9;7
221;9;2
222;6;2
223;9;7
224;8;1
225;9;2
226;9;8
227;6;4
228;6;1
229;9;7
230;9;3
231;6;3
232;9;8
233;9;8
234;6;7
236;9;2
237;6;2
238;6;4
239;6;1
240;9;5
242;6;8
243;6;7
244;6;2
245;9;3
246;9;0
247;6;4
248;6;4
249;6;2
250;9;4
251;6;1
253;9;5
254;6;7
255;6;7
256;6;2
257;9;8
258;9;2
259;9;6
260;6;8
261;6;5
262;9;7
263;6;7
264;4;9
265;6;1
266;6;8
267;6;1
268;9;8
269;9;0
270;9;3
271;9;0
272;6;1
273;6;9
275;9;4
276;5;1
277;9;8
278;9;2
279;6;1
280;6;2
281;5;9
282;6;7
283;6;5
285;9;2
286;9;6
287;3;4
288;9;1
289;9;5
290;9;8
291;9;2
293;9;2
294;6;0
295;9;4
296;9;0
297;9;0
298;6;2
299;6;8
300;8;4
301;6;7
302;6;1
303;9;2
304;6;4
305;9;0
306;6;2
307;6;7
308;6;4
309;9;3
310;9;3
311;9;0
312;6;0
313;9;3
314;6;1
315;6;9
317;6;5
318;9;2
319;9;5
320;6;9
321;6;2
323;6;3
324;1;0
325;9;4
326;9;2
327;1;0
328;6;7
329;6;1
330;6;1
331;6;2
332;6;1
333;9;5
334;9;3
335;9;3
337;9;7
338;9;8
339;9;6
340;6;5
341;9;6
342;6;1
343;9;3
344;9;8
345;6;1
346;6;0
347;9;5
348;9;1
349;9;3
350;6;1
351;9;5
352;9;5
354;6;1
355;6;8
356;9;5
357;6;1
358;9;7
359;6;9
360;3;4
362;9;2
363;9;2
364;9;5
365;6;0
367;9;5
368;9;6
369;9;3
370;9;7
371;9;2
372;9;0
373;1;8
374;9;8
375;6;5
376;6;4
377;5;1
378;6;1
379;9;4
380;9;0
381;9;3
382;9;3
383;9;7
384;9;6
385;5;1
387;9;2
388;6;1
389;6;9
390;9;2
391;6;8
393;5;1
394;6;9
395;9;5
396;6;2
397;9;5
398;9;4
399;9;4
400;9;2
401;9;8
402;9;3
403;9;8
404;6;2
405;3;4
406;9;5
407;9;0
408;9;3
409;6;1
410;9;7
411;9;7
412;9;5
413;9;7
415;6;7
416;5;1
417;6;9
418;9;2
419;6;1
420;9;4
421;1;2
422;6;9
423;9;2
424;9;0
425;6;4
427;6;1
428;9;4
429;9;8
430;9;1
431;9;8
432;9;4
433;6;5
434;6;9
435;5;8
436;6;8
437;9;3
438;9;7
440;9;0
441;6;0
442;9;3
443;9;0
444;6;2
445;9;6
446;9;6
447;1;4
448;6;9
449;9;3
450;6;3
451;6;3
452;6;2
453;9;3
455;5;1
456;9;2
457;9;6
458;9;8
459;4;0
460;6;5
461;4;6
462;9;6
464;6;3
465;9;8
466;6;8
467;6;2
468;1;7
469;9;5
470;6;8
471;6;9
473;6;1
474;9;8
475;3;4
476;5;1
477;9;2
478;9;5
480;9;1
482;9;7
483;9;5
484;6;4
485;6;0
486;9;8
489;0;1
490;9;0
491;9;5
492;1;2
493;9;3
494;9;7
495;6;8
497;6;4
498;6;0
500;9;3
502;9;5
503;9;2
504;6;1
505;9;3
506;8;1
507;9;3
509;9;5
510;6;7
511;8;4
512;6;2
513;9;2
514;9;6
515;6;3
516;9;2
518;9;5
519;6;4
520;5;8
521;2;9
522;9;7
524;9;3
525;1;0
526;9;3
527;9;8
528;9;3
529;6;1
531;9;3
532;6;4
533;9;4
534;9;6
535;9;4
536;9;2
537;9;1
538;9;8
539;9;2
540;9;5
541;9;4
542;9;8
543;1;8
544;9;4
545;1;0
546;9;0
547;1;2
548;6;3
549;9;2
550;9;7
551;6;7
552;6;0
553;9;8
554;9;7
555;5;4
556;9;4
557;6;7
558;6;9
561;9;0
562;2;9
563;9;8
564;9;0
565;6;4
567;6;0
568;9;6
569;9;3
570;9;5
571;6;4
572;9;8
573;9;3
574;9;3
575;6;9
576;9;3
577;9;3
578;6;3
579;1;7
580;6;8
581;1;0
582;6;8
583;9;2
584;6;1
585;9;7
586;1;0
587;9;6
588;9;5
589;9;4
590;9;3
591;9;8
592;1;0
593;6;9
594;9;6
595;9;3
596;9;8
597;9;0
598;6;9
601;9;8
602;9;6
603;9;8
604;6;5
605;1;7
606;9;8
607;9;6
608;9;0
609;9;2
610;6;4
611;9;0
612;9;2
613;6;2
614;6;3
615;6;1
617;6;7
618;9;5
619;9;1
620;9;0
621;6;8
622;6;4
624;6;2
625;9;6
626;1;7
627;6;9
628;9;3
629;9;2
631;9;8
632;6;2
633;6;2
635;6;2
636;6;7
637;9;3
638;9;5
639;6;9
640;6;1
641;6;8
642;1;0
643;9;2
644;6;0
645;9;5
646;9;2
647;6;1
648;9;3
651;6;7
652;6;1
653;9;2
654;9;5
655;9;8
656;9;0
657;9;3
658;9;7
659;9;2
660;6;4
661;9;0
663;6;1
664;9;8
666;9;7
667;9;7
668;9;4
669;9;3
670;6;4
671;1;9
672;5;1
674;9;5
675;6;1
676;1;7
677;9;3
679;6;7
682;6;1
683;9;3
684;9;7
685;6;8
686;9;3
687;9;3
689;6;7
690;9;2
691;9;8
692;9;5
693;6;8
694;9;5
695;5;1
696;6;1
697;9;4
698;6;4
699;6;3
700;6;1
701;9;0
702;9;7
704;1;0
705;6;7
707;6;4
708;9;4
709;6;8
710;9;5
711;9;5
712;9;4
713;9;0
714;9;8
715;9;2
716;9;1
717;9;0
718;9;8
719;9;4
720;9;5
721;9;0
722;9;4
723;9;0
725;5;1
726;6;7
727;9;3
728;9;2
730;1;7
731;9;2
732;9;6
734;6;3
735;6;1
737;9;6
738;9;2
739;9;5
740;9;4
741;9;2
742;1;0
743;9;6
744;9;2
745;5;1
746;6;7
747;9;3
748;9;4
749;9;1
750;1;0
751;9;5
752;6;4
753;9;3
754;5;1
755;6;1
756;9;7
757;6;4
759;5;9
760;9;4
761;6;8
762;3;4
763;9;0
764;9;2
765;6;4
766;9;5
767;8;1
768;5;1
770;6;4
771;9;7
772;6;1
774;6;4
775;6;2
776;3;4
777;6;1
778;9;5
779;9;5
780;9;3
781;9;8
782;9;3
783;6;1
784;9;4
785;9;5
786;9;6
