Ziffer-Index;Erkannt als;Richtige Antwort:
1;0;2
4;0;4
6;0;4
7;0;9
8;0;5
9;7;9
11;0;6
12;7;9
15;0;5
16;0;9
18;0;3
19;1;4
20;1;9
21;0;6
22;0;6
23;1;5
24;0;4
26;4;7
27;0;4
30;0;3
32;0;3
33;0;4
34;1;7
35;0;2
38;0;2
42;7;4
43;1;2
44;0;3
45;0;5
46;3;1
47;1;2
49;0;4
50;0;6
51;0;3
52;0;5
53;0;5
54;0;6
56;0;4
58;0;9
59;1;5
60;0;7
61;0;8
62;1;9
63;1;3
65;0;4
66;0;6
67;0;4
68;0;3
70;0;7
72;5;2
73;1;9
76;0;3
77;7;2
78;1;9
80;0;7
81;0;6
82;1;2
84;0;8
85;0;4
87;0;3
88;0;6
90;0;3
91;0;6
92;1;9
93;0;3
94;0;1
95;0;4
96;2;1
98;0;6
99;0;9
100;0;6
102;4;5
103;0;4
104;0;9
105;0;9
106;0;2
108;0;9
109;0;4
110;0;8
111;1;7
112;1;3
113;0;9
115;7;4
116;1;4
117;0;4
118;7;9
119;0;2
120;0;5
121;0;4
123;0;6
125;0;9
127;0;5
128;0;8
129;0;5
130;0;6
131;0;6
132;0;5
134;0;8
138;0;6
139;7;4
140;0;6
141;0;7
142;1;3
144;1;7
146;0;8
147;0;2
149;0;2
150;0;9
151;0;9
152;1;5
153;0;5
155;0;5
156;0;6
158;2;3
159;1;4
160;1;4
161;0;6
162;0;5
163;0;4
164;0;6
165;0;5
166;0;4
167;0;5
169;0;4
170;0;4
171;1;7
172;0;2
173;0;3
174;1;2
175;1;7
177;0;8
179;0;8
181;0;8
182;0;5
184;1;8
185;0;9
186;0;2
187;0;5
189;3;1
193;0;9
195;0;3
197;0;6
198;7;4
199;0;2
200;0;3
201;0;6
205;0;3
206;7;9
207;0;5
208;1;2
209;0;9
210;0;4
211;1;5
212;0;9
213;1;3
214;7;9
216;1;3
217;1;6
218;1;5
219;0;5
221;0;2
222;0;2
225;0;2
226;0;8
227;1;4
230;0;3
231;1;3
232;3;8
233;7;8
234;1;7
235;7;9
236;3;2
237;1;2
238;0;4
240;0;5
241;0;9
242;7;8
244;1;2
245;0;3
247;5;4
248;0;4
249;1;2
250;0;4
252;7;9
253;0;5
256;1;2
257;1;8
258;1;2
259;0;6
260;0;8
261;1;5
264;2;9
266;0;8
268;0;8
270;0;3
273;7;9
274;0;9
275;0;4
277;0;8
278;0;2
280;0;2
281;7;9
282;1;7
283;1;5
284;0;9
285;1;2
286;0;6
287;0;4
289;0;5
290;0;8
291;0;2
292;0;9
293;1;2
295;0;4
298;0;2
299;1;8
300;1;4
301;0;7
303;0;2
304;1;4
306;1;2
307;1;7
308;1;4
309;0;3
310;0;3
313;0;3
315;0;9
316;1;6
317;7;5
318;0;2
319;0;5
320;1;9
321;1;2
322;0;9
323;1;3
325;7;4
326;0;2
331;1;2
333;0;5
334;0;3
335;0;3
336;0;9
338;0;8
339;0;6
340;0;5
341;0;6
343;0;3
344;0;8
347;1;5
349;7;3
350;2;1
351;0;5
352;0;5
353;0;6
355;1;8
356;0;5
358;1;7
359;0;9
360;1;4
361;0;6
362;0;2
363;1;2
364;0;5
366;0;6
367;0;5
368;0;6
369;0;3
371;1;2
373;0;8
374;1;8
375;1;5
376;0;4
379;0;4
381;0;3
382;0;3
384;0;6
386;0;6
387;0;2
389;7;9
390;0;2
391;0;8
392;0;6
394;1;9
395;0;5
396;1;2
397;0;5
398;1;4
399;0;4
400;0;2
401;1;8
402;0;3
403;0;8
404;1;2
405;0;4
406;0;5
408;0;3
411;1;7
412;0;5
414;2;9
417;7;9
418;1;2
420;1;4
421;0;2
422;7;9
423;1;2
425;0;4
426;1;9
428;0;4
429;0;8
431;1;8
432;1;4
433;0;5
434;1;9
435;1;8
436;1;8
437;0;3
439;0;6
442;0;3
443;1;0
444;1;2
445;0;6
446;0;6
447;5;4
448;0;9
449;0;3
450;0;3
451;0;3
452;0;2
453;0;3
454;0;9
456;1;2
457;0;6
458;0;8
460;7;5
461;0;6
462;0;6
463;0;6
464;7;3
465;4;8
466;1;8
467;0;2
468;1;7
469;0;5
470;1;8
471;7;9
472;0;6
474;0;8
475;0;4
477;5;2
478;0;5
479;0;9
481;0;9
483;1;5
484;1;4
486;7;8
487;0;9
488;7;9
491;0;5
492;5;2
493;0;3
495;0;8
496;0;9
497;1;4
499;1;6
500;0;3
501;0;9
502;0;5
503;1;2
505;0;3
507;0;3
508;0;6
509;0;5
510;1;7
511;7;4
512;1;2
513;0;2
514;0;6
515;1;3
516;0;2
517;0;6
518;0;5
519;1;4
520;1;8
521;0;9
522;0;7
524;0;3
526;0;3
527;0;8
528;0;3
530;2;9
531;0;3
532;0;4
533;0;4
534;0;6
535;0;4
536;1;2
538;1;8
539;5;2
540;0;5
541;0;4
542;1;8
543;1;8
544;0;4
547;5;2
548;0;3
549;0;2
550;1;7
551;1;7
553;0;8
555;1;4
556;0;4
558;7;9
