Ziffer-Index;Erkannt als;Richtige Antwort:
1;0;2
4;3;4
6;0;4
7;2;9
8;0;5
9;1;9
11;0;6
12;0;9
15;0;5
16;3;9
19;3;4
20;1;9
21;1;6
22;0;6
23;0;5
24;3;4
26;2;7
27;3;4
29;0;1
30;0;3
31;3;1
32;0;3
33;3;4
34;0;7
35;3;2
36;0;7
37;0;1
38;0;2
41;2;7
42;0;4
43;0;2
44;1;3
45;0;5
46;3;1
47;1;2
48;3;4
49;3;4
50;1;6
52;0;5
53;1;5
54;3;6
55;1;0
56;3;4
58;0;9
59;1;5
60;3;7
61;0;8
62;3;9
63;0;3
64;0;7
65;3;4
66;0;6
67;3;4
68;0;3
69;3;0
70;1;7
71;3;0
72;0;2
73;0;9
75;1;7
76;0;3
77;3;2
78;7;9
79;0;7
80;3;7
81;0;6
82;0;2
83;3;7
84;2;8
85;3;4
88;0;6
91;0;6
92;1;9
93;0;3
94;0;1
95;0;4
96;3;1
97;1;7
98;0;6
99;3;9
100;0;6
102;0;5
103;3;4
104;2;9
105;3;9
106;3;2
108;3;9
109;0;4
110;0;8
111;1;7
112;1;3
113;3;9
114;1;7
115;1;4
116;3;4
117;3;4
118;0;9
120;0;5
121;1;4
122;3;7
123;0;6
124;0;7
125;2;9
126;3;0
127;0;5
128;0;8
129;0;5
130;0;6
131;1;6
132;0;5
133;0;7
134;0;8
136;1;0
138;0;6
139;1;4
140;1;6
141;3;7
144;1;7
145;2;1
146;0;8
147;3;2
148;1;0
149;0;2
150;3;9
151;3;9
152;0;5
153;0;5
154;3;1
155;0;5
156;1;6
158;0;3
159;3;4
160;3;4
161;0;6
162;0;5
163;3;4
164;1;6
165;1;5
166;3;4
167;0;5
169;3;4
170;0;4
171;0;7
172;0;2
173;0;3
174;0;2
175;1;7
177;2;8
179;0;8
181;2;8
182;2;5
184;0;8
185;3;9
186;0;2
187;1;5
189;3;1
191;3;1
192;3;0
193;3;9
195;2;3
197;1;6
198;2;4
199;0;2
200;0;3
201;0;6
203;2;1
205;2;3
206;0;9
207;1;5
208;0;2
209;3;9
210;3;4
211;1;5
212;3;9
213;1;3
214;3;9
217;0;6
218;1;5
219;3;5
220;3;7
221;0;2
222;0;2
223;1;7
225;0;2
226;2;8
227;2;4
230;0;3
231;0;3
232;0;8
233;1;8
234;1;7
235;3;9
237;0;2
238;3;4
239;0;1
240;0;5
241;0;9
242;0;8
243;2;7
244;1;2
245;0;3
246;3;0
247;0;4
248;3;4
249;1;2
250;3;4
251;0;1
252;3;9
253;0;5
254;0;7
255;0;7
256;1;2
257;2;8
258;0;2
259;0;6
260;0;8
261;0;5
262;2;7
264;3;9
265;0;1
266;1;8
267;0;1
268;0;8
269;3;0
272;0;1
273;0;9
274;3;9
275;3;4
277;2;8
278;1;2
279;3;1
280;1;2
281;1;9
282;0;7
283;0;5
284;3;9
285;3;2
286;2;6
287;1;4
289;2;5
290;3;8
291;0;2
292;3;9
293;0;2
295;3;4
296;3;0
297;3;0
298;0;2
299;0;8
300;1;4
301;0;7
302;0;1
303;3;2
304;1;4
306;0;2
307;1;7
308;1;4
309;0;3
310;1;3
311;3;0
313;0;3
314;0;1
315;0;9
316;1;6
317;1;5
318;0;2
319;0;5
320;1;9
321;1;2
322;3;9
323;0;3
324;1;0
325;1;4
326;0;2
328;1;7
331;1;2
333;0;5
335;0;3
336;3;9
337;5;7
338;0;8
339;1;6
340;0;5
341;3;6
344;2;8
345;0;1
346;1;0
347;0;5
350;3;1
351;0;5
352;3;5
353;0;6
354;0;1
355;1;8
356;0;5
358;3;7
359;0;9
360;1;4
361;1;6
363;1;2
364;0;5
365;1;0
366;1;6
367;0;5
368;2;6
369;0;3
370;3;7
371;1;2
372;3;0
373;1;8
374;0;8
375;0;5
376;3;4
379;3;4
380;3;0
382;0;3
384;1;6
386;1;6
387;3;2
389;0;9
390;3;2
391;0;8
392;1;6
394;0;9
395;0;5
396;0;2
397;0;5
398;3;4
399;3;4
400;0;2
401;0;8
403;1;8
404;0;2
405;2;4
406;0;5
407;3;0
408;0;3
409;0;1
410;2;7
411;1;7
412;0;5
413;0;7
414;3;9
415;0;7
417;0;9
418;0;2
419;2;1
420;1;4
421;0;2
422;3;9
425;0;4
426;7;9
427;0;1
428;1;4
429;0;8
431;1;8
432;3;4
433;0;5
434;2;9
435;1;8
436;1;8
439;1;6
440;3;0
441;1;0
442;0;3
443;2;0
444;0;2
445;0;6
446;1;6
447;1;4
448;0;9
450;0;3
451;0;3
452;0;2
454;3;9
456;1;2
457;1;6
458;2;8
459;1;0
460;7;5
461;3;6
462;0;6
463;0;6
464;0;3
465;0;8
466;0;8
467;0;2
468;0;7
469;3;5
470;0;8
471;7;9
472;0;6
474;0;8
475;2;4
477;0;2
478;2;5
479;3;9
481;3;9
482;3;7
483;1;5
484;3;4
486;0;8
487;2;9
488;1;9
491;0;5
492;0;2
495;0;8
496;3;9
497;0;4
498;1;0
499;1;6
501;3;9
502;3;5
503;0;2
505;0;3
507;0;3
508;0;6
509;0;5
510;1;7
511;1;4
512;1;2
513;0;2
514;3;6
515;1;3
516;3;2
517;1;6
518;0;5
519;0;4
520;1;8
521;3;9
522;3;7
523;3;1
524;1;3
526;0;3
527;0;8
528;1;3
530;3;9
531;0;3
532;0;4
533;3;4
534;1;6
535;3;4
538;1;8
539;0;2
540;0;5
541;3;4
542;2;8
543;2;8
544;3;4
547;0;2
548;0;3
549;3;2
550;1;7
551;0;7
553;0;8
554;1;7
555;1;4
556;3;4
557;0;7
558;0;9
559;3;6
560;7;9
562;3;9
563;1;8
564;1;0
565;0;4
566;1;6
567;1;0
568;1;6
570;0;5
571;3;4
572;2;8
573;0;3
574;0;3
575;0;9
576;0;3
577;0;3
578;1;3
579;1;7
580;1;8
582;0;8
583;1;2
584;0;1
585;2;7
587;1;6
588;3;5
589;3;4
591;1;8
593;1;9
594;1;6
595;1;3
596;0;8
598;0;9
599;3;9
600;1;6
601;1;8
602;0;6
603;2;8
604;0;5
605;1;7
606;0;8
607;1;6
609;0;2
610;3;4
611;3;0
612;3;2
613;1;2
614;7;3
615;0;1
616;2;9
617;1;7
618;0;5
619;0;1
621;2;8
622;0;4
623;1;6
624;0;2
625;3;6
626;1;7
627;3;9
629;0;2
630;3;9
631;0;8
632;1;2
633;0;2
634;2;9
635;1;2
636;0;7
637;1;3
638;1;5
639;1;9
640;2;1
641;0;8
643;3;2
645;1;5
646;1;2
647;3;1
649;2;7
650;1;6
651;0;7
652;0;1
654;3;5
655;0;8
656;3;0
657;1;3
659;0;2
660;3;4
661;2;0
662;0;9
664;0;8
665;3;6
667;1;7
668;3;4
669;0;3
670;0;4
671;3;9
673;0;9
674;0;5
676;1;7
677;1;3
678;3;9
679;1;7
680;0;6
681;3;9
682;0;1
683;0;3
684;3;7
685;0;8
687;0;3
688;0;6
689;0;7
690;0;2
691;3;8
692;1;5
693;1;8
694;1;5
696;0;1
697;3;4
698;3;4
699;0;3
700;3;1
701;3;0
702;1;7
703;2;7
704;3;0
705;3;7
706;3;9
707;0;4
708;3;4
709;0;8
710;0;5
711;0;5
712;3;4
714;1;8
715;0;2
717;3;0
718;1;8
719;3;4
720;0;5
721;3;0
722;3;4
724;1;6
726;3;7
727;0;3
729;1;6
730;0;7
731;0;2
732;0;6
733;3;9
734;1;3
735;0;1
736;3;4
737;0;6
738;0;2
739;0;5
740;3;4
741;0;2
742;3;0
