Ziffer-Index;Erkannt als;Richtige Antwort:
7;4;9
35;3;2
46;8;1
61;2;8
64;2;7
65;9;4
72;3;2
73;7;9
75;9;7
84;5;8
97;8;7
104;5;9
110;3;8
124;9;7
128;3;8
132;3;5
142;2;3
146;5;8
151;3;9
164;4;6
166;9;4
167;8;5
177;3;8
179;3;8
184;3;8
185;4;9
187;3;5
191;8;1
195;2;3
217;5;6
221;3;2
225;3;2
232;5;8
233;7;8
241;3;9
243;8;7
244;3;2
257;1;8
259;0;6
260;5;8
266;2;8
299;3;8
300;6;4
301;3;7
307;9;7
318;3;2
320;8;9
321;7;2
341;4;6
344;5;8
346;7;0
349;7;3
352;0;5
355;5;8
362;8;2
366;4;6
374;3;8
376;9;4
386;5;6
391;5;8
394;7;9
401;3;8
403;5;8
406;0;5
412;3;5
421;3;2
435;7;8
441;6;0
443;7;0
444;3;2
445;0;6
448;3;9
465;3;8
474;9;8
475;9;4
479;3;9
486;4;8
490;4;0
491;3;5
497;8;4
502;3;5
508;5;6
511;1;4
520;1;8
528;2;3
532;9;4
551;3;7
553;5;8
559;4;6
563;3;8
565;9;4
571;9;4
582;2;8
606;3;8
610;6;4
619;8;1
632;3;2
641;5;8
655;3;8
658;9;7
659;3;2
661;7;0
664;5;8
684;3;7
688;5;6
690;3;2
691;9;8
703;3;7
707;9;4
712;9;4
714;2;8
717;4;0
718;3;8
720;8;5
723;6;0
738;8;2
740;9;4
748;9;4
760;9;4
763;3;0
774;9;4
781;3;8
795;8;3
800;2;8
810;9;7
828;3;2
839;5;8
841;9;7
870;5;6
875;3;2
877;6;8
878;3;8
882;7;9
895;8;0
896;6;0
898;3;7
899;3;8
914;5;8
915;5;8
924;7;2
926;5;2
930;9;7
939;8;2
944;8;3
947;9;8
950;2;7
951;9;5
956;6;1
965;0;6
969;9;4
987;9;7
994;8;1
1000;3;9
1001;5;0
1003;3;5
1010;9;4
1012;9;7
1014;5;6
1018;5;8
1029;7;8
1035;4;6
1039;4;7
1045;8;9
1052;5;8
1066;7;3
1068;1;8
1091;3;7
1092;2;3
1093;3;8
1101;2;8
1107;0;9
1112;6;4
1120;1;8
1121;2;0
1125;9;8
1147;9;4
1153;5;6
1154;8;0
1156;8;7
1170;5;8
1176;7;0
1181;1;6
1182;8;6
1185;9;8
1191;4;0
1197;3;0
1198;4;8
1200;5;8
1204;9;3
1208;5;3
1209;5;6
1219;3;8
1223;5;0
1226;2;7
1231;5;0
1232;4;9
1242;9;4
1245;3;2
1247;3;9
1248;5;8
1250;1;6
1255;4;9
1256;3;2
1260;8;7
1266;4;6
1267;3;8
1270;9;4
1273;5;0
1281;0;5
1283;2;7
1287;2;8
1288;8;0
1289;9;5
1290;5;3
1296;8;6
1310;7;3
1312;4;8
1319;3;8
1325;6;8
1354;2;3
1356;3;2
1363;9;7
1364;3;8
1384;7;3
1388;0;6
1389;5;8
1393;3;5
1398;3;8
1404;9;0
1415;2;8
1425;4;8
1441;2;8
1443;3;8
1444;0;6
1453;9;4
1458;2;6
1461;6;4
1464;3;8
1465;6;4
1466;3;5
1467;9;5
1470;3;8
1476;3;5
1477;9;7
1499;2;8
1500;1;7
1502;5;8
1509;9;4
1522;9;7
1525;0;5
1527;6;1
1530;7;8
1531;5;3
1543;3;7
1546;3;2
1549;6;4
1553;3;9
1558;8;0
1562;2;8
1568;3;8
1569;4;6
1570;6;0
1571;9;4
1572;7;8
1573;3;8
1581;2;7
1583;3;8
1584;3;8
1601;2;3
1607;5;3
1610;8;0
1611;5;3
1621;6;0
1634;9;4
1642;3;2
1664;5;8
1669;3;8
1676;4;6
1681;7;3
1689;3;2
1691;8;1
1694;3;8
1695;7;9
1702;3;8
1709;5;9
1717;0;8
1718;9;7
1725;8;6
