Ziffer-Index;Erkannt als;Richtige Antwort:
1;0;2
4;0;4
6;0;4
7;0;9
8;0;5
9;0;9
11;0;6
12;7;9
15;0;5
16;0;9
18;0;3
19;0;4
20;7;9
21;0;6
22;0;6
23;0;5
24;0;4
26;0;7
27;0;4
30;1;3
32;0;3
33;0;4
34;8;7
35;0;2
42;0;4
43;0;2
44;1;3
45;0;5
47;0;2
48;0;4
49;0;4
51;0;3
52;0;5
53;0;5
54;0;6
56;0;4
58;0;9
59;4;5
60;0;7
61;0;8
62;0;9
63;0;3
64;0;7
65;0;4
66;0;6
67;0;4
68;7;3
72;0;2
73;1;9
76;0;3
77;0;2
78;7;9
79;0;7
80;0;7
82;0;2
83;0;7
84;0;8
85;0;4
87;0;3
88;0;6
90;0;3
91;0;6
92;8;9
93;0;3
95;0;4
98;0;6
99;0;9
100;0;6
102;0;5
103;0;4
104;0;9
105;0;9
106;0;2
108;0;9
109;0;4
110;0;8
111;1;7
112;1;3
113;7;9
115;7;4
116;7;4
117;0;4
118;7;9
119;6;2
120;0;5
121;0;4
122;0;7
123;0;6
125;0;9
127;0;5
128;0;8
129;0;5
130;0;6
131;0;6
132;0;5
133;0;7
138;0;6
139;0;4
141;0;7
142;7;3
146;0;8
147;0;2
149;0;2
150;0;9
151;0;9
152;0;5
153;0;5
155;0;5
156;0;6
158;2;3
159;2;4
160;6;4
161;0;6
162;0;5
163;0;4
164;0;6
165;0;5
166;0;4
167;0;5
169;0;4
171;0;7
172;0;2
173;0;3
175;1;7
177;7;8
179;0;8
181;0;8
182;1;5
184;0;8
185;0;9
186;0;2
187;0;5
193;0;9
195;0;3
197;0;6
199;0;2
200;0;3
201;0;6
205;0;3
206;7;9
207;0;5
209;0;9
210;0;4
211;7;5
212;0;9
213;1;3
214;0;9
216;1;3
217;1;6
218;1;5
219;0;5
220;0;7
221;0;2
222;0;2
225;0;2
226;0;8
227;6;4
230;1;3
231;1;3
232;0;8
233;7;8
235;0;9
236;6;2
238;0;4
240;0;5
241;0;9
242;0;8
243;0;7
244;1;2
245;0;3
247;0;4
248;0;4
250;0;4
252;0;9
253;0;5
257;1;8
258;0;2
259;0;6
260;0;8
261;1;5
264;0;9
266;0;8
268;0;8
270;0;3
273;7;9
274;0;9
275;0;4
277;0;8
278;0;2
281;0;9
283;1;5
284;0;9
285;6;2
287;0;4
289;0;5
290;0;8
291;0;2
292;0;9
293;0;2
295;0;4
298;0;2
299;0;8
300;0;4
301;0;7
303;6;2
304;1;4
308;7;4
309;0;3
310;0;3
313;0;3
315;0;9
316;1;6
317;0;5
318;0;2
319;0;5
320;1;9
321;7;2
322;0;9
323;0;3
325;7;4
326;0;2
333;0;5
334;0;3
335;0;3
336;0;9
338;0;8
339;0;6
340;2;5
341;0;6
343;0;3
344;0;8
347;0;5
349;7;3
351;0;5
352;0;5
353;0;6
355;1;8
356;0;5
359;0;9
360;0;4
361;0;6
362;7;2
364;0;5
366;0;6
367;0;5
369;0;3
371;1;2
373;7;8
374;0;8
375;0;5
376;0;4
379;0;4
381;7;3
382;0;3
384;0;6
386;0;6
387;0;2
389;7;9
390;0;2
391;0;8
394;0;9
395;0;5
397;0;5
398;0;4
399;0;4
400;0;2
401;0;8
402;0;3
403;7;8
404;0;2
405;0;4
406;0;5
408;0;3
410;0;7
411;1;7
412;0;5
414;0;9
417;7;9
420;0;4
421;0;2
422;0;9
425;0;4
426;7;9
429;0;8
431;0;8
432;0;4
433;0;5
434;7;9
435;7;8
436;7;8
437;0;3
439;8;6
442;0;3
444;0;2
445;0;6
446;0;6
447;0;4
448;7;9
449;0;3
450;0;3
451;0;3
453;0;3
454;0;9
456;1;2
457;0;6
458;7;8
460;7;5
461;0;6
462;0;6
463;0;6
464;1;3
465;0;8
466;0;8
467;0;2
468;0;7
469;0;5
470;0;8
471;7;9
472;0;6
474;0;8
475;0;4
478;6;5
479;0;9
481;0;9
482;0;7
483;6;5
484;0;4
486;0;8
487;0;9
488;7;9
491;0;5
492;0;2
493;0;3
495;0;8
496;0;9
497;1;4
499;8;6
500;0;3
501;0;9
502;0;5
503;0;2
505;0;3
507;0;3
508;0;6
509;0;5
510;0;7
511;1;4
513;0;2
514;0;6
515;2;3
516;0;2
517;0;6
518;0;5
519;7;4
521;1;9
522;0;7
523;0;1
524;0;3
526;0;3
527;0;8
528;0;3
530;0;9
531;1;3
532;0;4
533;0;4
535;0;4
536;1;2
539;0;2
540;0;5
541;0;4
542;1;8
543;0;8
544;0;4
547;0;2
548;1;3
549;0;2
551;1;7
553;0;8
556;0;4
558;7;9
559;0;6
560;7;9
562;0;9
563;7;8
565;7;4
566;1;6
568;0;6
569;0;3
570;0;5
571;0;4
572;7;8
573;0;3
574;0;3
575;7;9
576;0;3
577;7;3
578;0;3
580;0;8
582;0;8
583;0;2
585;0;7
587;0;6
588;0;5
589;0;4
590;0;3
591;0;8
593;7;9
595;0;3
596;0;8
598;7;9
599;0;9
601;1;8
