Ziffer-Index;Erkannt als;Richtige Antwort:
8;6;5
18;4;3
33;6;4
38;0;2
62;4;9
63;2;3
66;2;6
77;7;2
119;7;2
124;9;7
126;2;0
149;9;2
151;8;9
172;3;2
187;3;5
193;4;9
195;8;3
217;5;6
233;7;8
241;8;9
243;4;7
245;5;3
259;0;6
264;8;9
290;4;8
300;6;4
313;5;3
317;8;5
318;3;2
320;7;9
321;7;2
340;3;5
341;4;6
349;7;3
352;0;5
362;7;2
403;9;8
412;3;5
435;7;8
444;8;2
445;0;6
448;8;9
449;5;3
457;5;6
478;8;5
479;3;9
495;0;8
497;8;4
502;7;5
507;5;3
511;8;4
515;8;3
531;6;3
543;4;8
550;9;7
551;1;7
553;6;8
565;9;4
571;9;4
578;8;3
582;2;8
591;3;8
606;3;8
613;8;2
619;8;1
628;9;3
629;6;2
658;3;7
659;7;2
667;1;7
684;9;7
689;9;7
691;4;8
692;7;5
707;9;4
717;6;0
720;8;5
728;8;2
734;5;3
738;8;2
740;9;4
741;8;2
760;9;4
781;5;8
791;9;5
800;3;8
827;9;4
839;3;8
844;3;8
857;3;5
877;6;8
881;9;4
898;8;7
900;3;1
924;7;2
938;5;3
939;0;2
944;8;3
947;9;8
950;2;7
956;6;1
959;9;4
960;1;7
965;0;6
975;3;2
982;8;3
992;4;9
998;9;8
1000;7;9
1012;9;7
1014;5;6
1032;8;5
1039;9;7
1044;2;6
1050;6;2
1062;7;3
1068;4;8
1082;3;5
1096;5;7
1101;4;8
1107;3;9
1112;6;4
1114;8;3
1119;2;7
1127;8;3
1173;9;7
1176;3;0
1181;1;6
1191;6;0
1192;4;9
1194;9;7
1198;4;8
1200;3;8
1204;8;3
1206;2;7
1224;6;2
1226;2;7
1228;8;9
1232;4;9
1233;6;5
1234;5;8
1242;9;4
1243;6;5
1247;0;9
1251;6;2
1256;3;2
1260;1;7
1270;9;4
1279;9;4
1283;2;7
1289;9;5
1291;5;3
1299;7;5
1315;5;3
1317;8;3
1319;3;8
1320;1;8
1325;6;8
1326;2;7
1328;9;7
1337;6;2
1345;8;2
1347;9;7
1352;0;2
1375;8;2
1378;8;5
1384;7;3
1393;3;5
1404;8;0
1410;4;2
1429;4;9
1433;3;8
1440;9;4
1444;4;6
1453;9;4
1454;5;0
1465;1;4
1466;0;5
1467;9;5
1469;0;3
1476;0;5
1494;9;7
1500;1;7
1514;8;2
1522;9;7
1525;0;5
1527;6;1
1530;7;8
1553;8;9
1559;3;9
1569;4;6
1581;9;7
1587;5;6
1609;6;2
1621;6;0
1626;5;6
1634;9;4
1640;4;9
1641;0;5
1678;7;2
1681;7;3
1691;6;1
1695;7;9
1696;1;2
1709;5;9
1712;3;0
1716;1;7
1717;0;8
1718;4;7
1722;6;2
1732;5;9
1737;6;5
1741;1;7
1748;3;0
1754;2;7
1759;6;8
1772;4;7
1773;8;1
1774;5;8
1782;4;8
1790;7;2
1813;5;8
1819;0;6
1839;8;2
1842;8;2
1843;2;0
1850;7;8
1857;4;6
1865;9;4
1868;4;1
1874;8;5
1878;3;8
1899;3;8
1901;4;9
1903;4;7
1911;0;5
1917;8;5
1930;4;2
1938;6;4
1952;5;9
1955;2;8
1968;1;8
1969;2;6
1970;3;5
1973;5;8
1984;0;2
2009;8;9
2016;2;7
2024;9;7
2033;5;0
2035;3;5
2037;6;5
2040;6;5
2043;8;4
2044;7;2
2052;6;8
2053;9;4
2068;4;9
2070;9;7
2093;1;8
2098;0;2
2099;9;8
2105;5;3
2107;0;8
2109;9;3
2115;0;7
2118;3;6
2125;4;5
2129;8;9
2130;9;4
2135;1;6
2138;8;2
2145;2;4
2148;9;4
2182;2;1
2185;5;0
2186;3;2
2189;1;9
2192;3;5
2224;6;5
2229;8;3
2233;4;8
2237;8;5
2266;6;1
2272;0;8
2293;6;9
2299;7;2
2319;6;4
2320;8;9
2325;2;7
2326;5;0
2351;0;3
2358;6;1
2362;1;8
2365;9;7
2369;9;5
2370;2;0
2371;9;4
2378;2;0
2380;0;9
2387;7;9
2393;3;8
2395;0;8
2396;0;2
2397;8;2
2406;1;9
2408;7;3
2422;2;6
2425;3;8
2449;5;0
2460;8;5
2462;0;2
2473;8;1
2488;4;2
2515;6;5
2534;5;3
2535;2;6
2539;9;7
2545;3;5
2556;8;5
2559;3;5
2560;2;3
2573;8;5
2574;7;5
2578;2;7
2589;0;9
2598;2;8
2604;3;5
2607;1;7
2610;8;2
2611;8;5
2630;9;4
2631;6;0
2635;8;2
2648;5;9
2651;0;6
2654;1;6
2670;8;5
2695;4;7
2705;8;1
2713;8;0
2743;8;5
2751;0;6
2756;2;3
2758;5;8
2770;6;3
2771;9;4
2780;3;2
2802;0;2
2810;0;5
2818;9;4
2820;9;7
2832;3;5
2836;9;4
2850;7;5
2851;9;7
2852;1;8
2896;0;8
2906;5;3
2907;9;4
2914;8;3
2919;9;5
