Ziffer-Index;Erkannt als;Richtige Antwort:
8;6;5
33;0;4
46;3;1
62;4;9
63;2;3
66;2;6
124;4;7
149;9;2
193;3;9
233;7;8
241;8;9
247;2;4
259;0;6
264;3;9
282;2;7
300;6;4
313;5;3
320;7;9
321;7;2
340;3;5
341;4;6
352;0;5
359;4;9
381;7;3
391;2;8
403;5;8
412;3;5
435;7;8
445;0;6
448;8;9
468;2;7
478;8;5
479;3;9
488;7;9
495;2;8
502;3;5
507;5;3
511;1;4
531;2;3
542;2;8
543;3;8
551;1;7
565;9;4
578;2;3
582;2;8
591;3;8
610;6;4
619;2;1
627;4;9
659;8;2
684;2;7
691;4;8
707;9;4
717;6;0
720;2;5
740;9;4
760;9;4
791;9;5
810;2;7
839;3;8
844;7;8
857;3;5
881;9;4
882;7;9
898;2;7
950;2;7
956;2;1
965;0;6
982;2;3
999;7;9
1003;3;5
1014;5;6
1032;8;5
1033;3;8
1039;9;7
1044;8;6
1068;4;8
1073;8;5
1082;3;5
1093;2;8
1096;0;7
1101;2;8
1107;3;9
1112;6;4
1114;2;3
1119;2;7
1128;2;3
1166;2;3
1181;1;6
1182;8;6
1191;6;0
1192;4;9
1194;9;7
1198;4;8
1200;3;8
1204;2;3
1206;2;7
1208;8;3
1226;2;7
1228;3;9
1232;6;9
1234;5;8
1242;9;4
1247;0;9
1248;2;8
1256;0;2
1260;1;7
1283;2;7
1289;9;5
1296;2;6
1299;7;5
1319;3;8
1325;6;8
1326;2;7
1364;2;8
1378;6;5
1393;3;5
1413;8;4
1429;4;9
1433;1;8
1441;2;8
1444;7;6
1465;6;4
1469;2;3
1494;0;7
1500;1;7
1525;0;5
1527;6;1
1530;7;8
1549;6;4
1553;3;9
1559;7;9
1581;2;7
1609;6;2
1611;2;3
1621;6;0
1634;7;4
1640;7;9
1641;2;5
1681;7;3
1686;5;8
1694;2;8
1709;5;9
1717;0;8
1722;6;2
1732;5;9
1737;2;5
1740;5;8
1751;2;4
1754;2;7
1759;6;8
1772;4;7
1773;5;1
