Ziffer-Index;Erkannt als;Richtige Antwort:
0;2;7
1;3;2
2;3;1
3;2;0
4;2;4
5;3;1
6;3;4
7;3;9
8;3;5
9;2;9
10;2;0
11;3;6
12;3;9
13;5;0
14;3;1
15;2;5
16;2;9
17;3;7
19;3;4
20;2;9
21;3;6
22;3;6
23;2;5
24;3;4
25;2;0
26;3;7
27;3;4
28;2;0
29;3;1
31;3;1
33;2;4
34;2;7
36;2;7
37;3;1
39;3;1
40;3;1
41;2;7
42;3;4
45;8;5
46;3;1
48;3;4
49;3;4
50;3;6
52;2;5
53;2;5
54;2;6
55;8;0
56;3;4
57;3;1
58;8;9
59;3;5
60;3;7
61;3;8
62;3;9
64;8;7
65;3;4
66;3;6
67;2;4
69;2;0
70;2;7
71;2;0
73;2;9
74;3;1
75;8;7
78;3;9
79;2;7
80;3;7
81;5;6
83;3;7
84;3;8
85;3;4
86;2;7
88;2;6
89;3;1
90;8;3
91;3;6
92;2;9
94;3;1
95;3;4
96;3;1
97;8;7
98;2;6
99;3;9
100;2;6
101;5;0
102;8;5
103;2;4
104;4;9
105;3;9
107;3;1
108;3;9
109;2;4
110;2;8
111;2;7
113;3;9
114;2;7
115;3;4
116;3;4
118;3;9
120;3;5
121;2;4
122;3;7
123;3;6
124;3;7
125;3;9
126;2;0
127;3;5
128;3;8
129;2;5
130;2;6
131;2;6
132;2;5
133;3;7
134;2;8
135;3;1
136;2;0
137;2;1
138;2;6
139;3;4
141;3;7
142;8;3
143;3;1
144;2;7
145;3;1
146;3;8
148;2;0
150;3;9
151;2;9
152;0;5
153;3;5
154;3;1
155;2;5
156;2;6
157;3;0
159;3;4
160;3;4
161;2;6
162;3;5
163;8;4
164;3;6
165;2;5
166;3;4
167;9;5
168;3;1
169;3;4
170;3;4
171;2;7
175;8;7
176;3;1
177;3;8
178;3;1
179;2;8
180;3;1
181;3;8
182;3;5
183;2;0
184;3;8
185;2;9
187;2;5
188;2;0
189;3;1
190;3;1
191;3;1
192;2;0
193;3;9
194;2;0
196;3;1
197;2;6
198;3;4
201;2;6
202;2;1
203;3;1
204;3;1
206;3;9
207;3;5
209;3;9
210;8;4
212;3;9
214;3;9
215;2;0
216;2;3
217;2;6
218;3;5
219;3;5
220;3;7
221;3;2
223;2;7
224;3;1
226;3;8
227;3;4
228;3;1
229;2;7
232;3;8
233;3;8
234;2;7
235;3;9
236;3;2
237;6;2
238;3;4
239;3;1
240;3;5
241;3;9
243;3;7
246;2;0
247;6;4
248;2;4
249;3;2
250;3;4
251;3;1
252;3;9
253;8;5
254;2;7
255;3;7
257;3;8
259;2;6
260;3;8
261;3;5
262;3;7
263;2;7
264;3;9
265;3;1
266;7;8
267;3;1
268;3;8
269;7;0
270;8;3
271;2;0
272;3;1
273;3;9
274;8;9
275;3;4
276;3;1
277;2;8
279;3;1
280;3;2
281;2;9
282;2;7
283;8;5
284;3;9
285;3;2
286;3;6
288;3;1
289;3;5
290;3;8
291;3;2
292;3;9
293;3;2
294;2;0
295;3;4
296;2;0
297;2;0
299;2;8
300;6;4
301;3;7
302;3;1
304;3;4
307;2;7
308;3;4
311;2;0
312;2;0
314;3;1
315;2;9
316;3;6
317;6;5
318;3;2
319;2;5
320;3;9
322;3;9
324;3;0
325;3;4
327;5;0
328;2;7
329;3;1
330;3;1
331;3;2
332;3;1
333;3;5
334;8;3
335;2;3
336;3;9
337;2;7
338;2;8
339;3;6
340;2;5
341;3;6
342;3;1
343;5;3
344;3;8
345;3;1
346;2;0
347;3;5
348;3;1
350;3;1
351;2;5
352;3;5
353;2;6
354;2;1
355;2;8
356;8;5
357;3;1
358;3;7
359;3;9
361;3;6
363;3;2
364;2;5
365;2;0
366;3;6
367;2;5
368;3;6
369;8;3
370;3;7
371;3;2
372;3;0
373;2;8
374;3;8
375;2;5
376;3;4
377;3;1
378;3;1
379;3;4
380;2;0
381;2;3
383;3;7
384;2;6
385;3;1
386;2;6
388;3;1
389;3;9
390;3;2
391;2;8
392;3;6
393;3;1
394;2;9
395;2;5
397;2;5
398;8;4
399;3;4
401;2;8
403;2;8
405;3;4
406;2;5
407;7;0
409;3;1
410;3;7
411;2;7
412;3;5
413;8;7
414;3;9
415;3;7
416;3;1
417;3;9
419;3;1
420;3;4
422;3;9
424;2;0
425;3;4
426;3;9
427;3;1
428;2;4
429;3;8
430;3;1
432;3;4
433;3;5
434;3;9
435;7;8
436;7;8
439;3;6
440;2;0
441;2;0
442;8;3
443;2;0
445;3;6
446;2;6
447;3;4
448;2;9
452;3;2
454;3;9
455;3;1
457;3;6
458;3;8
459;2;0
460;3;5
461;2;6
462;2;6
463;2;6
464;2;3
465;2;8
468;2;7
469;3;5
470;3;8
471;3;9
472;2;6
473;3;1
475;3;4
476;3;1
478;2;5
479;3;9
480;3;1
481;3;9
482;8;7
483;2;5
484;3;4
485;2;0
486;3;8
487;3;9
488;3;9
489;3;1
491;2;5
494;2;7
495;2;8
496;3;9
497;3;4
498;2;0
501;7;9
502;2;5
503;3;2
504;3;1
506;3;1
508;2;6
509;2;5
510;2;7
511;2;4
513;3;2
514;3;6
515;8;3
517;3;6
518;3;5
519;3;4
520;2;8
521;3;9
522;3;7
523;8;1
525;2;0
526;7;3
527;2;8
528;2;3
529;3;1
530;3;9
532;3;4
533;3;4
534;2;6
535;3;4
536;3;2
537;3;1
538;2;8
540;2;5
541;3;4
542;3;8
543;3;8
544;3;4
545;2;0
546;2;0
550;2;7
551;3;7
552;2;0
553;3;8
554;2;7
555;2;4
556;2;4
557;3;7
558;3;9
559;2;6
560;3;9
561;2;0
562;3;9
563;2;8
564;3;0
565;3;4
566;2;6
567;7;0
568;3;6
570;2;5
571;3;4
572;3;8
574;2;3
575;3;9
576;2;3
577;8;3
578;2;3
579;2;7
580;2;8
581;2;0
582;3;8
583;3;2
584;3;1
585;3;7
586;2;0
587;3;6
588;2;5
589;3;4
590;2;3
591;2;8
592;2;0
593;3;9
594;3;6
595;2;3
596;2;8
597;7;0
598;3;9
599;3;9
600;2;6
601;2;8
602;2;6
603;2;8
604;3;5
605;2;7
606;2;8
607;3;6
608;2;0
609;3;2
610;3;4
611;3;0
612;3;2
615;8;1
616;3;9
617;2;7
618;2;5
619;3;1
620;2;0
621;3;8
622;2;4
623;2;6
625;3;6
626;2;7
627;3;9
629;6;2
630;3;9
631;3;8
634;3;9
635;3;2
638;0;5
639;3;9
640;3;1
641;2;8
642;6;0
643;3;2
644;2;0
645;7;5
646;6;2
647;3;1
649;3;7
650;3;6
651;3;7
652;3;1
653;3;2
656;2;0
658;9;7
659;3;2
660;2;4
661;3;0
662;3;9
663;3;1
664;2;8
665;2;6
666;2;7
668;3;4
670;3;4
671;7;9
672;3;1
673;2;9
674;2;5
675;3;1
676;2;7
678;3;9
679;3;7
680;2;6
681;8;9
682;3;1
684;3;7
685;2;8
687;8;3
688;2;6
689;3;7
691;3;8
692;8;5
693;3;8
694;3;5
695;3;1
696;3;1
697;2;4
698;3;4
699;8;3
700;3;1
701;2;0
702;2;7
703;3;7
704;2;0
705;2;7
706;3;9
707;3;4
708;3;4
709;2;8
710;2;5
711;4;5
712;3;4
713;7;0
714;2;8
716;3;1
717;2;0
718;2;8
719;8;4
720;2;5
721;2;0
722;3;4
723;2;0
724;3;6
725;3;1
726;3;7
729;2;6
731;3;2
732;2;6
733;3;9
735;3;1
736;3;4
737;0;6
739;2;5
740;3;4
741;3;2
742;2;0
743;3;6
745;2;1
746;3;7
748;3;4
749;3;1
750;2;0
751;2;5
752;2;4
754;3;1
755;3;1
756;2;7
757;3;4
758;3;9
759;3;9
760;8;4
761;2;8
762;2;4
763;7;0
765;3;4
766;2;5
767;3;1
768;3;1
769;3;6
770;2;4
771;3;7
772;3;1
773;3;9
774;3;4
776;3;4
777;3;1
778;2;5
779;8;5
781;3;8
783;3;1
784;3;4
785;3;5
786;3;6
788;3;9
789;3;4
790;3;1
791;3;5
792;2;3
793;3;8
794;2;0
797;3;5
798;3;1
800;3;8
802;2;4
803;2;4
804;2;0
805;3;8
806;3;8
809;3;1
810;8;7
811;2;3
812;2;5
813;7;9
814;2;6
816;3;2
817;2;6
818;3;1
820;2;6
821;5;0
823;5;2
824;3;1
825;3;7
826;3;1
827;2;4
829;3;4
831;3;1
832;3;7
833;3;9
834;3;6
835;3;1
836;3;1
838;3;4
839;2;8
840;2;1
841;3;7
842;2;7
843;3;4
844;3;8
845;5;0
846;2;7
848;2;1
850;3;1
851;2;0
852;2;7
853;2;7
854;5;0
856;3;5
857;2;5
859;3;7
860;2;6
861;2;6
862;3;9
864;2;8
866;3;5
869;3;5
870;2;6
871;5;0
872;2;8
874;2;9
876;3;8
877;2;8
878;3;8
879;2;8
880;2;7
881;3;4
882;3;9
883;2;3
884;3;0
885;7;6
886;2;6
887;2;3
