Ziffer-Index;Erkannt als;Richtige Antwort:
151;8;9
217;5;6
241;8;9
259;0;6
318;3;2
320;7;9
321;7;2
324;5;0
340;3;5
362;7;2
381;7;3
444;8;2
445;0;6
449;5;3
457;5;6
460;9;5
464;7;3
478;8;5
479;8;9
495;2;8
497;8;4
502;3;5
511;8;4
515;8;3
578;8;3
582;3;8
591;3;8
597;7;0
613;8;2
629;6;2
658;9;7
659;9;2
684;2;7
689;9;7
691;4;8
710;3;5
717;6;0
720;6;5
728;8;2
740;9;4
791;9;5
839;3;8
844;3;8
877;2;8
881;9;4
898;8;7
924;7;2
938;5;3
947;9;8
950;2;7
951;4;5
956;6;1
965;0;6
975;3;2
1012;9;7
1014;5;6
1017;2;6
1039;9;7
1044;8;6
1050;3;2
1062;9;3
1107;5;9
1112;6;4
1114;8;3
1169;8;5
1173;9;7
1181;1;6
1182;8;6
1191;6;0
1204;7;3
1206;2;7
1226;2;7
1247;5;9
1253;6;4
1256;0;2
1260;1;7
1263;9;4
1269;4;2
1270;9;4
1283;2;7
1289;8;5
1319;3;8
1326;2;7
1337;6;2
1339;3;5
1356;8;2
1378;6;5
1393;3;5
1403;8;1
1441;2;8
1453;9;4
1500;1;7
1522;9;7
1527;6;1
1530;7;8
1549;6;4
1553;3;9
1559;3;9
1581;9;7
1587;5;6
1609;6;2
1621;6;0
1626;5;6
1634;9;4
1641;8;5
1671;9;7
1676;5;6
1678;0;2
1681;7;3
1709;8;9
1717;0;8
1718;2;7
1722;4;2
1754;2;7
1772;8;7
1790;8;2
1813;5;8
1822;4;6
1850;7;8
1857;4;6
1868;4;1
1878;3;8
1899;3;8
1901;4;9
1903;8;7
1917;8;5
1926;5;3
1930;4;2
1938;6;4
1941;8;7
1973;5;8
1982;8;6
1984;0;2
1989;1;4
2001;8;5
2016;2;7
2035;3;5
2043;8;4
2044;7;2
2048;9;7
2053;9;4
2070;9;7
2098;0;2
2109;7;3
2118;0;6
2125;9;5
2129;2;9
2130;9;4
2135;1;6
2148;9;4
2182;3;1
2185;5;0
2186;5;2
2189;1;9
2215;5;6
2266;6;1
2293;2;9
2299;8;2
2325;2;7
2369;8;5
2371;9;4
2380;0;9
2386;7;4
2387;1;9
2393;3;8
2395;3;8
2406;1;9
2408;8;3
2414;8;9
2425;3;8
2447;9;4
2454;5;6
2488;6;2
2539;9;7
2559;3;5
2578;2;7
2607;8;7
2610;8;2
2628;2;7
2635;7;2
2648;0;9
2654;1;6
2665;2;7
2695;4;7
2721;2;6
2730;8;7
2771;9;4
2780;3;2
2805;8;5
2866;4;6
2896;0;8
2905;3;8
2906;5;3
2927;2;3
2930;3;5
2953;5;3
2970;3;5
2979;7;9
2990;9;8
2995;5;6
3012;9;8
3060;7;9
3073;2;1
3100;3;5
3114;6;4
3117;9;5
3130;0;6
3132;2;1
3133;9;4
3136;9;7
3145;9;5
3166;9;7
3176;7;2
3189;4;7
3206;3;8
3225;9;7
3240;8;9
3288;9;4
3289;9;8
3295;8;5
3316;4;7
3329;2;7
3330;3;2
3333;9;7
3336;9;5
3369;7;9
3475;7;3
3503;1;9
3511;7;2
3520;4;6
3533;9;4
3549;2;3
3550;5;6
3567;5;8
3573;9;7
3591;8;5
3597;3;9
3604;2;7
3629;3;8
3662;6;8
3681;5;2
3716;3;9
3718;9;4
3726;9;4
3727;3;8
3730;9;7
3751;8;7
3757;3;8
3767;2;7
3778;2;5
3780;2;4
3796;8;2
3806;8;5
3808;8;7
3811;3;2
3818;6;0
3820;2;9
3836;4;7
3838;8;7
3848;3;7
3853;5;6
3855;0;5
3876;8;2
3902;3;5
3906;3;1
3926;3;9
3941;6;4
3943;5;3
3946;8;2
3962;2;3
3968;3;5
3976;3;7
4007;5;7
4017;9;4
4044;5;3
4056;9;5
4063;5;6
4065;2;0
4075;5;8
4078;3;9
4093;4;9
4102;9;7
4131;3;5
4140;2;8
4145;3;8
4152;1;5
4159;3;8
4163;0;9
4176;8;2
4187;7;2
4199;9;7
4205;6;2
4211;8;6
4212;3;1
4224;7;9
4238;3;7
4265;1;4
4271;3;5
4289;7;2
4300;9;5
4306;7;3
4313;7;4
4315;8;5
4323;8;5
4334;5;3
4360;3;5
4374;6;5
4427;8;2
4433;3;7
4449;5;6
4451;8;2
4477;6;0
4500;1;9
4523;3;8
4536;5;6
4571;2;6
4575;2;4
4578;9;7
4601;4;8
4615;4;2
4620;0;6
4639;9;8
4656;7;2
4690;2;7
4699;5;6
4740;5;3
4751;6;4
4761;8;9
4783;9;4
4785;8;3
4807;3;8
4808;5;3
4823;4;9
4837;2;7
4860;9;4
4874;0;9
4876;4;2
4880;8;0
4886;1;7
4915;8;5
4943;8;2
4950;3;2
4956;4;8
4966;9;7
4978;9;8
4990;8;3
4997;3;2
5068;1;4
5140;5;3
5165;5;0
5201;0;4
5210;7;9
5246;9;7
5278;9;8
5288;9;8
5331;6;1
5360;7;8
5380;9;8
5409;6;4
5600;9;7
5620;9;7
5634;3;2
5642;8;1
5649;9;7
5709;9;7
5718;5;0
5734;7;3
5735;3;5
5835;9;7
5842;7;4
5857;3;8
5858;9;7
5887;0;7
5888;0;4
5903;9;7
5935;5;3
5945;8;3
5949;9;7
5955;8;3
5973;8;3
5992;9;7
6011;5;3
6023;8;3
6035;5;2
6045;8;3
6059;5;3
6065;8;3
6071;3;9
6081;5;9
6091;5;9
6112;5;9
6126;5;9
6157;5;9
6166;3;9
6168;3;9
6172;5;9
6173;2;9
6400;6;0
6426;6;0
6505;0;9
6555;9;8
6569;9;3
6571;7;9
6572;2;1
6574;6;2
6597;7;0
6598;6;5
6608;5;9
6651;5;0
6657;5;8
6721;8;2
6740;0;9
6744;8;2
6755;7;8
6783;6;1
6785;4;2
6806;3;8
6847;4;6
6926;4;6
6945;7;8
7049;6;0
7094;9;8
7121;9;8
7130;8;3
7198;3;8
7216;3;0
7406;3;2
7432;2;7
7434;8;4
7492;7;2
7498;3;5
7511;3;5
7545;9;8
7619;3;2
7637;3;2
7672;8;5
7797;2;5
7842;8;5
7851;0;6
7853;0;8
7858;2;3
7859;4;5
7860;0;6
7870;9;5
7886;4;2
7905;2;3
7918;6;5
7945;6;2
7971;9;8
8059;1;2
8062;8;5
8091;8;2
8094;8;2
8095;6;4
8183;5;8
8246;8;3
8273;7;0
8296;8;3
8311;2;6
8325;6;0
8332;7;9
8375;9;7
8379;8;3
8406;9;4
8408;6;8
8413;5;8
8520;9;4
8615;3;2
8889;3;2
9009;2;7
9010;8;2
9015;2;7
9019;2;7
9024;2;7
9036;2;7
9045;2;7
9446;4;2
9456;7;2
9465;3;5
9482;3;5
9624;8;3
9634;3;0
9642;7;9
9643;3;1
9679;3;6
9692;7;9
9698;5;6
9700;8;2
9716;0;2
9719;0;5
9726;0;2
9729;6;5
9738;6;4
9751;0;2
9752;0;2
9768;0;2
9770;0;5
9779;5;2
9811;8;2
9839;8;2
9856;5;9
9867;8;2
9874;8;2
9879;2;0
9883;6;5
9893;8;2
9904;3;2
9905;9;3
9925;5;3
9941;3;5
9943;8;3
9944;8;3
9970;3;5
9980;3;2
9982;6;5
9985;8;2
