Ziffer-Index;Erkannt als;Richtige Antwort:
8;6;5
92;4;9
124;4;7
149;9;2
241;8;9
259;0;6
266;0;8
290;4;8
318;3;2
320;7;9
321;7;2
340;3;5
352;0;5
359;4;9
445;0;6
479;8;9
495;0;8
542;4;8
551;1;7
582;2;8
591;3;8
658;0;7
659;9;2
684;3;7
717;6;0
720;8;5
740;9;4
791;9;5
839;3;8
877;2;8
881;9;4
882;7;9
924;7;2
939;0;2
947;9;8
950;2;7
956;6;1
965;0;6
1014;5;6
1039;9;7
1062;7;3
1068;4;8
1107;3;9
1112;6;4
1191;6;0
1192;4;9
1202;5;8
1206;2;7
1226;2;7
1232;4;9
1242;9;4
1247;0;9
1260;1;7
1263;9;4
1283;2;7
1299;7;5
1319;3;8
1326;2;7
1337;6;2
1378;6;5
1393;3;5
1500;1;7
1527;6;1
1530;7;8
1549;6;4
1553;3;9
1581;2;7
1609;6;2
1621;6;0
1678;0;2
1681;7;3
1709;3;9
1717;0;8
1722;4;2
1754;2;7
1772;4;7
1790;9;2
1868;4;1
1878;3;8
1883;9;7
1901;4;9
1903;3;7
1930;4;2
1938;6;4
1940;0;5
1952;3;9
1984;0;2
2016;2;7
2035;3;5
2043;8;4
2044;7;2
2053;9;4
2070;9;7
2098;0;2
2107;0;8
2109;9;3
2118;0;6
2129;2;9
2130;9;4
2135;1;6
2182;3;1
2185;8;0
2186;3;2
2189;1;9
2266;6;1
2272;0;8
2293;0;9
2299;7;2
2325;3;7
2369;8;5
2371;9;4
2387;1;9
2393;3;8
2395;3;8
2406;1;9
2422;7;6
2433;1;2
2462;0;2
2488;4;2
2578;2;7
2607;8;7
2648;0;9
2654;1;6
2695;4;7
2760;4;9
2771;9;4
2780;3;2
2810;0;5
2836;9;4
2896;0;8
2925;0;5
2927;2;3
2930;7;5
2970;3;5
2995;8;6
3005;1;9
3012;4;8
3060;7;9
3073;2;1
3130;0;6
3132;2;1
3157;3;5
3189;4;7
3206;3;8
3240;8;9
3288;9;4
3289;9;8
3316;4;7
3329;3;7
3333;9;7
3410;9;4
3422;0;6
3475;7;3
3503;1;9
3511;7;2
3520;4;6
3550;5;6
3558;0;5
3567;5;8
3573;2;7
3597;3;9
3629;3;8
3662;0;8
3716;3;9
3718;9;4
3726;9;4
3730;9;7
3751;2;7
3757;3;8
3767;2;7
3780;6;4
3796;8;2
3806;8;5
3808;3;7
3811;3;2
3817;8;2
3836;4;7
3838;1;7
3848;3;7
3853;5;6
3855;0;5
3869;4;9
3893;6;5
3906;3;1
3926;3;9
3941;6;4
3946;3;2
3951;5;8
4065;2;0
4075;0;8
4078;3;9
4102;9;7
4152;1;5
4163;0;9
4176;6;2
4199;9;7
4205;6;2
4212;3;1
4224;7;9
4238;3;7
4248;4;2
4256;0;3
4289;7;2
4306;7;3
4369;4;9
4433;3;7
4435;7;3
4498;8;7
4500;1;9
4540;3;7
4571;2;6
4575;2;4
4601;4;8
4615;4;2
4639;9;8
4724;0;8
4731;7;8
4740;5;3
4751;6;4
4761;8;9
4807;0;8
4814;0;6
4823;4;9
4837;2;7
4879;6;8
4880;8;0
4886;1;7
4890;6;8
4956;4;8
4966;9;7
4978;9;8
5140;5;3
5183;4;8
5246;2;7
5278;9;8
5288;0;8
5298;0;8
5331;6;1
5380;9;8
5620;9;7
5623;0;3
5642;8;1
5734;7;3
5842;7;4
5887;0;7
5888;0;4
5922;3;5
5955;8;3
5973;8;3
6035;0;2
6071;3;9
6081;3;9
6091;5;9
6112;0;9
6124;0;9
6157;0;9
6166;3;9
6168;3;9
6172;0;9
6173;0;9
6391;8;2
6505;0;9
6555;9;8
6569;9;3
6574;6;2
6597;7;0
6625;7;8
6651;2;0
6721;4;2
6740;0;9
6744;8;2
6785;4;2
6796;7;2
6847;4;6
7121;9;8
7432;2;7
7434;8;4
7492;7;2
7545;3;8
7842;8;5
7845;0;8
7849;9;3
7886;4;2
7917;0;2
7945;6;2
8059;1;2
8091;1;2
8094;1;2
8183;5;8
8332;7;9
8408;6;8
8410;6;8
8520;9;4
9009;2;7
9015;2;7
9019;2;7
9024;2;7
9036;2;7
9045;2;7
9446;6;2
9587;4;9
9634;3;0
9642;7;9
9643;7;1
9664;7;2
9679;3;6
9716;0;2
9719;0;5
9729;6;5
9740;4;9
9741;7;9
9744;1;8
9751;0;2
9752;0;2
9768;0;2
9770;0;5
9779;0;2
9811;8;2
9839;7;2
9879;2;0
9883;6;5
9888;0;6
9892;6;8
9905;9;3
9975;2;3
9982;6;5
