Ziffer-Index;Erkannt als;Richtige Antwort:
1;1;2
4;2;4
6;0;4
7;1;9
8;1;5
9;7;9
11;0;6
12;7;9
15;0;5
16;7;9
20;7;9
21;0;6
22;1;6
23;0;5
24;1;4
27;8;4
30;1;3
33;0;4
35;7;2
38;1;2
42;1;4
43;1;2
44;1;3
45;3;5
47;4;2
48;0;4
49;7;4
50;1;6
52;0;5
53;0;5
54;1;6
58;7;9
59;1;5
61;0;8
62;1;9
63;1;3
65;1;4
66;1;6
67;1;4
68;1;3
72;0;2
73;7;9
75;1;7
76;1;3
77;7;2
78;1;9
81;0;6
84;1;8
85;0;4
88;4;6
91;4;6
92;1;9
95;1;4
97;1;7
98;0;6
99;7;9
100;1;6
102;0;5
103;7;4
104;4;9
105;7;9
106;0;2
108;1;9
109;0;4
110;1;8
111;1;7
112;1;3
113;1;9
114;1;7
115;7;4
116;1;4
118;7;9
119;7;2
120;0;5
121;2;4
122;1;7
123;2;6
125;1;9
126;7;0
127;1;5
128;3;8
129;0;5
130;0;6
131;0;6
132;0;5
134;1;8
138;0;6
140;1;6
142;7;3
146;0;8
149;1;2
150;4;9
151;7;9
152;0;5
153;0;5
155;0;5
156;4;6
158;7;3
159;1;4
160;1;4
161;0;6
162;0;5
163;7;4
164;3;6
165;0;5
166;1;4
167;1;5
169;1;4
170;1;4
172;0;2
173;1;3
174;1;2
175;1;7
177;0;8
179;3;8
181;3;8
182;1;5
184;3;8
185;6;9
186;1;2
187;0;5
193;4;9
195;4;3
197;1;6
198;0;4
199;7;2
201;7;6
205;1;3
206;0;9
207;0;5
208;4;2
209;0;9
210;7;4
211;0;5
212;7;9
213;1;3
214;7;9
216;1;3
217;1;6
218;1;5
219;0;5
221;1;2
222;0;2
225;0;2
226;1;8
230;1;3
231;1;3
232;3;8
233;7;8
234;1;7
235;7;9
236;3;2
237;1;2
240;0;5
241;0;9
242;0;8
243;1;7
244;1;2
245;1;3
247;1;4
248;6;4
249;1;2
250;0;4
252;1;9
253;0;5
256;1;2
257;1;8
258;7;2
259;0;6
260;0;8
261;1;5
264;1;9
266;3;8
268;0;8
269;7;0
273;7;9
274;7;9
275;7;4
277;7;8
278;7;2
280;1;2
281;7;9
282;1;7
283;1;5
284;7;9
285;1;2
286;3;6
287;0;4
289;0;5
290;0;8
292;7;9
295;3;4
298;0;2
299;1;8
300;1;4
301;1;7
303;7;2
304;1;4
306;1;2
307;1;7
308;1;4
313;0;3
315;7;9
316;1;6
317;1;5
318;0;2
319;0;5
320;1;9
321;1;2
322;1;9
323;1;3
325;7;4
328;1;7
331;1;2
333;0;5
335;1;3
336;7;9
338;0;8
339;0;6
340;1;5
341;4;6
344;3;8
346;7;0
347;0;5
349;7;3
351;0;5
352;0;5
353;0;6
355;1;8
356;0;5
358;1;7
359;1;9
361;3;6
362;7;2
363;1;2
364;0;5
366;1;6
367;0;5
368;4;6
371;1;2
373;1;8
374;1;8
375;0;5
376;1;4
379;0;4
381;7;3
386;3;6
389;1;9
390;7;2
391;0;8
392;1;6
394;7;9
395;0;5
396;1;2
397;0;5
398;0;4
399;7;4
400;0;2
401;1;8
402;1;3
403;7;8
404;7;2
406;0;5
411;1;7
412;0;5
414;1;9
417;7;9
418;4;2
420;2;4
421;0;2
422;7;9
423;7;2
425;1;4
426;1;9
428;1;4
429;0;8
431;7;8
432;3;4
433;1;5
434;7;9
435;7;8
436;0;8
443;1;0
444;0;2
445;0;6
446;0;6
447;1;4
448;0;9
449;0;3
451;1;3
452;1;2
453;1;3
454;7;9
456;4;2
457;0;6
458;1;8
460;1;5
461;0;6
462;0;6
463;0;6
464;7;3
465;0;8
466;0;8
467;7;2
469;0;5
470;1;8
471;7;9
472;4;6
474;0;8
475;0;4
478;4;5
479;0;9
481;7;9
483;1;5
486;7;8
487;1;9
488;7;9
491;0;5
492;0;2
495;0;8
496;4;9
497;1;4
499;1;6
501;7;9
502;1;5
505;1;3
507;0;3
509;0;5
511;7;4
512;1;2
513;1;2
514;0;6
515;1;3
516;4;2
517;0;6
518;0;5
519;1;4
520;1;8
521;1;9
527;0;8
528;1;3
530;1;9
531;1;3
532;7;4
534;1;6
535;0;4
538;7;8
539;4;2
540;0;5
541;7;4
542;1;8
543;7;8
547;0;2
548;1;3
549;0;2
551;1;7
553;3;8
555;1;4
556;7;4
558;1;9
559;0;6
560;1;9
561;7;0
562;4;9
563;0;8
565;1;4
566;1;6
568;4;6
569;0;3
570;0;5
571;1;4
572;0;8
574;1;3
575;1;9
576;1;3
577;1;3
578;1;3
580;1;8
582;4;8
583;4;2
587;3;6
588;0;5
591;3;8
593;7;9
594;3;6
595;0;3
596;0;8
598;1;9
599;7;9
600;1;6
601;1;8
602;0;6
603;0;8
604;0;5
606;0;8
607;3;6
609;1;2
610;7;4
612;3;2
613;1;2
614;1;3
616;0;9
618;0;5
621;1;8
622;0;4
623;2;6
624;1;2
625;0;6
627;1;9
628;7;3
629;1;2
630;4;9
