Ziffer-Index;Erkannt als;Richtige Antwort:
1;6;2
6;3;4
7;4;9
8;8;5
15;3;5
16;4;9
18;2;3
26;9;7
30;4;3
33;0;4
44;5;3
46;3;1
51;2;3
52;3;5
53;3;5
59;9;5
61;6;8
62;4;9
63;2;3
79;9;7
80;9;7
95;8;4
96;4;1
97;1;7
102;4;5
108;4;9
112;4;3
114;4;7
115;1;4
117;9;4
120;3;5
121;8;4
122;4;7
129;3;5
133;3;7
139;8;4
150;4;9
151;5;9
155;3;5
160;3;4
165;3;5
171;4;7
179;2;8
184;2;8
185;4;9
187;3;5
191;3;1
195;4;3
200;2;3
205;4;3
206;4;9
207;3;5
211;9;5
213;4;3
217;1;6
218;9;5
219;3;5
232;6;8
240;3;5
241;5;9
245;5;3
247;2;4
250;3;4
255;4;7
264;4;9
282;4;7
283;9;5
287;5;4
289;3;5
290;9;8
295;9;4
298;6;2
300;1;4
301;4;7
304;8;4
320;7;9
321;7;2
324;8;0
325;8;4
326;1;2
333;3;5
340;2;5
341;3;6
346;8;0
349;4;3
352;3;5
358;9;7
359;5;9
362;3;2
367;3;5
376;9;4
387;5;2
394;7;9
397;3;5
399;0;4
404;1;2
406;2;5
412;4;5
422;4;9
428;8;4
435;5;8
443;8;0
444;1;2
445;0;6
447;9;4
448;8;9
460;9;5
464;9;3
469;3;5
475;3;4
478;3;5
479;5;9
490;4;0
491;3;5
495;6;8
497;5;4
501;4;9
508;8;6
509;3;5
510;4;7
511;7;4
515;4;3
520;1;8
522;9;7
531;2;3
533;0;4
538;5;8
542;5;8
543;4;8
551;4;7
553;6;8
557;4;7
559;0;6
565;9;4
569;4;3
570;4;5
577;4;3
582;2;8
583;1;2
588;3;5
591;6;8
597;4;0
602;2;6
604;9;5
610;6;4
613;1;2
614;1;3
617;3;7
618;3;5
619;2;1
627;4;9
628;9;3
637;2;3
638;9;5
642;4;0
645;3;5
646;1;2
654;0;5
659;5;2
661;6;0
668;9;4
669;4;3
674;3;5
677;2;3
684;9;7
685;5;8
688;8;6
689;4;7
691;3;8
692;9;5
699;7;3
703;9;7
707;5;4
708;3;4
710;3;5
717;4;0
720;8;5
726;1;7
728;1;2
737;0;6
738;8;2
740;9;4
741;1;2
747;4;3
751;3;5
752;9;4
760;9;4
766;8;5
771;4;7
778;3;5
779;9;5
781;6;8
785;3;5
788;4;9
791;9;5
795;2;3
797;1;5
804;4;0
810;4;7
813;8;9
827;7;4
834;1;6
841;4;7
844;3;8
857;3;5
869;4;5
870;8;6
877;6;8
