Ziffer-Index;Erkannt als;Richtige Antwort:
8;6;5
15;3;5
16;4;9
20;7;9
33;6;4
38;3;2
45;3;5
52;4;5
53;3;5
54;2;6
58;4;9
59;7;5
61;2;8
62;4;9
63;2;3
65;9;4
66;2;6
73;8;9
77;7;2
78;1;9
84;4;8
92;4;9
97;1;7
102;7;5
104;4;9
105;4;9
110;3;8
111;1;7
115;9;4
119;7;2
120;3;5
121;6;4
124;4;7
127;9;5
132;3;5
149;6;2
150;4;9
151;4;9
152;9;5
153;3;5
165;3;5
167;4;5
172;3;2
175;1;7
181;3;8
182;8;5
184;3;8
185;4;9
187;3;5
193;4;9
195;2;3
207;3;5
211;7;5
212;4;9
213;1;3
217;8;6
218;7;5
219;3;5
232;6;8
233;7;8
240;3;5
241;4;9
243;4;7
244;1;2
245;6;3
247;6;4
250;9;4
253;3;5
256;1;2
257;1;8
259;0;6
261;1;5
264;1;9
266;6;8
268;3;8
274;4;9
283;7;5
289;3;5
290;4;8
299;3;8
300;1;4
304;9;4
317;1;5
318;3;2
319;3;5
320;1;9
321;1;2
325;9;4
333;8;5
336;4;9
338;0;8
340;6;5
341;4;6
344;3;8
347;8;5
349;7;3
351;3;5
352;0;5
356;3;5
362;7;2
363;1;2
367;3;5
376;9;4
381;7;3
389;7;9
394;7;9
395;3;5
397;3;5
403;7;8
406;0;5
412;3;5
429;4;8
431;2;8
433;4;5
435;7;8
443;8;0
444;8;2
445;0;6
448;8;9
454;4;9
456;1;2
460;7;5
464;7;3
468;8;7
478;2;5
479;3;9
483;7;5
486;4;8
487;4;9
488;7;9
495;2;8
496;4;9
501;4;9
502;2;5
509;3;5
511;1;4
514;0;6
520;1;8
523;2;1
527;0;8
530;4;9
531;6;3
536;1;2
540;3;5
542;1;8
543;4;8
551;1;7
552;6;0
553;6;8
562;4;9
565;9;4
570;0;5
578;8;3
582;2;8
588;3;5
591;3;8
593;7;9
599;4;9
604;8;5
606;3;8
610;6;4
613;8;2
614;1;3
618;3;5
619;6;1
624;1;2
627;4;9
628;9;3
629;6;2
630;4;9
634;4;9
638;7;5
641;3;8
645;6;5
653;1;2
654;0;5
658;4;7
659;7;2
661;6;0
667;1;7
671;0;9
673;4;9
674;3;5
678;4;9
681;4;9
684;2;7
691;4;8
692;7;5
694;8;5
707;9;4
710;0;5
711;0;5
714;3;8
717;6;0
720;2;5
728;8;2
738;3;2
739;0;5
740;9;4
741;1;2
751;3;5
760;9;4
766;3;5
778;6;5
779;8;5
781;3;8
785;3;5
787;2;8
791;4;5
795;6;3
797;8;5
800;3;8
806;3;8
812;3;5
837;1;2
839;3;8
844;7;8
856;7;5
857;3;5
862;4;9
866;4;5
869;7;5
876;2;8
877;2;8
878;3;8
881;9;4
882;7;9
893;7;9
897;0;5
898;1;7
899;3;8
906;4;9
913;4;9
915;3;8
919;1;2
924;7;2
928;4;9
930;1;7
934;4;5
935;7;5
936;6;8
939;0;2
944;1;3
947;9;8
950;2;7
951;4;5
955;6;5
956;6;1
959;9;4
960;1;7
965;0;6
966;7;9
970;4;5
978;3;5
992;4;9
998;9;8
999;4;9
1000;7;9
1003;3;5
1014;7;6
1015;9;4
1022;9;5
1029;1;8
1032;6;5
1033;2;8
1046;3;5
1050;6;2
1052;9;8
1062;9;3
1068;1;8
1070;0;5
1073;7;5
1078;6;4
1081;4;9
1082;3;5
1086;4;9
1087;8;5
1089;0;5
1091;1;7
1092;1;3
1093;2;8
1096;0;7
1101;2;8
1102;0;5
1105;4;9
1107;3;9
1112;6;4
1115;9;5
1117;1;7
1119;2;7
1120;1;8
1121;6;0
1125;7;8
1128;7;3
1131;4;5
1135;1;5
1144;3;5
1146;3;5
1149;9;8
1152;7;9
1168;7;5
1169;7;5
1181;1;6
1185;9;8
1190;3;5
1192;4;9
1197;6;0
1198;4;8
1200;3;8
1202;3;8
1204;7;3
1206;2;7
1208;7;3
1217;1;9
1219;3;8
1221;9;5
1224;6;2
1226;2;7
1228;3;9
1229;3;8
1232;6;9
1233;6;5
1234;3;8
1235;3;5
1242;1;4
1243;6;5
1247;0;9
1248;6;8
1250;1;6
1251;6;2
1252;3;5
1256;7;2
1258;8;5
1259;2;8
1260;1;7
1266;4;6
1267;3;8
1269;6;2
1270;9;4
1272;4;5
1273;6;0
1281;0;5
1282;4;9
1283;2;7
1285;3;5
1288;6;0
1289;4;5
1299;7;5
1308;2;9
1309;4;9
1310;7;3
1319;3;8
1320;1;8
1325;6;8
1326;2;7
1327;4;9
1331;3;5
1334;3;5
1337;6;2
1339;3;5
1340;8;5
1344;1;6
1345;6;2
1353;3;8
1364;2;8
1370;8;5
1375;3;2
1376;8;5
1378;3;5
1384;1;3
1393;3;5
1394;3;8
1398;3;8
1404;8;0
1405;0;5
1406;8;5
1409;1;2
1410;6;2
1415;6;8
1418;4;9
1421;4;5
1423;7;9
1425;6;8
1429;4;9
1431;1;2
1432;3;2
1433;1;8
1439;1;9
1440;6;4
1441;2;8
1444;0;6
1447;6;5
1453;9;4
1463;7;3
1464;3;8
1465;1;4
1466;0;5
1467;9;5
1469;2;3
1471;3;5
1473;7;5
1474;1;8
1476;0;5
1478;1;6
1481;4;9
1486;4;9
1493;7;5
1495;1;3
1499;3;8
1500;1;7
1502;3;8
1510;3;5
1514;8;2
1521;3;5
1522;9;7
1523;6;8
1525;0;5
1527;6;1
1530;7;8
1541;3;8
1545;4;9
1549;6;4
1550;7;5
1551;1;2
1553;3;9
1554;7;9
1556;9;8
1559;7;9
1562;3;8
1567;3;8
1568;3;8
1569;4;6
1571;9;4
1581;4;7
1583;3;8
1594;4;9
1596;4;9
1598;3;5
1601;7;3
1609;6;2
1616;0;6
1618;7;5
