Ziffer-Index;Erkannt als;Richtige Antwort:
1;6;2
7;5;9
8;4;5
9;7;9
16;7;9
17;9;7
18;2;3
32;5;3
33;5;4
34;9;7
36;9;7
41;9;7
42;9;4
44;1;3
46;5;1
48;9;4
51;6;3
53;6;5
58;7;9
59;9;5
61;2;8
62;2;9
63;2;3
64;9;7
68;2;3
75;9;7
76;5;3
77;4;2
80;9;7
84;4;8
86;9;7
87;2;3
88;2;6
93;2;3
97;9;7
102;4;5
104;4;9
110;3;8
111;1;7
112;5;3
114;6;7
115;6;4
116;9;4
122;9;7
125;4;9
128;9;8
129;3;5
133;2;7
134;5;8
136;3;0
141;9;7
142;2;3
144;9;7
146;2;8
150;4;9
151;2;9
153;3;5
155;6;5
157;2;0
158;2;3
159;6;4
160;2;4
162;3;5
164;2;6
165;6;5
166;6;4
167;4;5
170;5;4
171;2;7
175;1;7
177;0;8
179;3;8
181;5;8
184;2;8
185;4;9
187;3;5
195;5;3
198;9;4
205;5;3
207;3;5
211;1;5
213;2;3
217;4;6
218;9;5
226;6;8
232;2;8
233;9;8
234;9;7
241;3;9
242;4;8
243;9;7
245;6;3
247;6;4
250;2;4
255;9;7
257;1;8
260;3;8
264;1;9
266;5;8
268;3;8
269;4;0
274;4;9
275;9;4
277;2;8
282;2;7
283;9;5
289;6;5
290;6;8
299;5;8
300;1;4
301;2;7
303;9;2
304;1;4
307;9;7
316;1;6
317;4;5
319;6;5
321;9;2
324;6;0
325;6;4
328;4;7
336;4;9
338;2;8
340;6;5
344;5;8
349;9;3
351;3;5
352;3;5
355;1;8
356;3;5
358;9;7
359;4;9
367;3;5
369;2;3
370;9;7
372;3;0
373;2;8
374;2;8
376;9;4
381;4;3
382;5;3
383;9;7
391;2;8
395;3;5
401;5;8
402;2;3
403;4;8
406;3;5
411;9;7
412;9;5
415;9;7
425;6;4
428;2;4
429;6;8
431;2;8
432;5;4
433;6;5
435;2;8
436;1;8
437;2;3
441;4;0
442;5;3
443;4;0
445;0;6
448;2;9
449;2;3
450;2;3
451;2;3
458;2;8
460;9;5
464;9;3
465;4;8
466;1;8
467;4;2
468;2;7
470;3;8
474;2;8
483;4;5
484;9;4
486;9;8
487;4;9
488;7;9
491;3;5
493;2;3
495;2;8
497;1;4
498;4;0
502;3;5
505;2;3
507;2;3
509;3;5
510;9;7
515;5;3
518;2;5
519;1;4
520;1;8
522;9;7
524;2;3
527;3;8
528;6;3
530;2;9
531;6;3
532;6;4
533;6;4
538;4;8
540;3;5
542;2;8
543;2;8
548;5;3
550;9;7
551;1;7
552;2;0
553;6;8
555;9;4
557;9;7
563;2;8
564;6;0
565;9;4
567;2;0
569;5;3
570;3;5
572;2;8
576;2;3
577;4;3
578;2;3
580;2;8
582;2;8
588;0;5
589;9;4
590;2;3
591;6;8
595;5;3
596;0;8
597;4;0
601;1;8
603;5;8
604;9;5
605;9;7
606;3;8
610;6;4
611;4;0
613;1;2
614;1;3
617;4;7
618;6;5
619;2;1
620;3;0
621;3;8
622;6;4
627;4;9
628;9;3
631;2;8
637;2;3
638;7;5
641;5;8
645;6;5
646;6;2
649;9;7
654;3;5
655;2;8
658;4;7
659;4;2
661;6;0
664;2;8
666;9;7
667;1;7
668;6;4
670;1;4
671;4;9
673;4;9
674;6;5
677;2;3
679;9;7
683;6;3
684;2;7
685;2;8
686;2;3
689;9;7
691;6;8
692;9;5
693;6;8
694;1;5
697;5;4
698;7;4
699;9;3
702;9;7
703;9;7
707;1;4
709;5;8
710;3;5
714;2;8
717;6;0
718;2;8
720;3;5
723;4;0
726;6;7
727;2;3
734;1;3
736;2;4
738;0;2
739;6;5
740;9;4
746;9;7
747;4;3
751;3;5
752;9;4
753;2;3
756;2;7
757;9;4
760;9;4
761;2;8
763;2;0
766;2;5
771;9;7
774;9;4
776;6;4
778;6;5
779;9;5
781;6;8
784;6;4
785;3;5
787;2;8
791;4;5
792;2;3
793;2;8
797;1;5
800;3;8
803;2;4
804;6;0
805;9;8
806;6;8
810;4;7
811;2;3
813;7;9
815;2;3
819;2;3
827;9;4
837;4;2
839;5;8
841;4;7
842;9;7
844;6;8
846;9;7
847;2;3
855;5;3
857;3;5
864;0;8
869;9;5
872;4;8
876;3;8
877;6;8
878;4;8
879;5;8
880;9;7
881;5;4
882;7;9
883;6;3
890;5;3
895;3;0
898;2;7
899;3;8
902;9;4
909;4;7
911;9;7
912;2;3
914;6;8
915;5;8
919;6;2
924;4;2
930;6;7
931;9;4
935;4;5
936;1;8
937;2;6
939;0;2
944;9;3
946;9;7
947;2;8
950;2;7
951;6;5
955;6;5
956;5;1
958;6;3
959;5;4
960;9;7
961;1;8
962;7;9
968;6;4
976;2;3
978;3;5
981;6;0
982;2;3
983;1;8
987;9;7
991;2;3
992;4;9
998;4;8
1001;4;0
1003;3;5
1006;9;7
1007;3;8
1010;7;4
1012;9;7
1014;5;6
1015;1;4
1017;2;6
1018;0;8
1020;5;3
1021;4;7
1022;4;5
1024;1;4
1026;5;8
1028;2;3
1029;9;8
1033;1;8
1039;5;7
1042;2;3
1043;9;4
1048;4;9
1052;4;8
1060;0;4
1062;9;3
1063;4;9
1066;2;3
1068;6;8
1069;2;3
1070;0;5
1071;4;7
1072;9;3
1073;4;5
1074;0;8
1077;9;4
1078;6;4
1087;1;5
1088;7;9
1089;3;5
1090;2;9
1091;2;7
1092;1;3
1093;2;8
1094;3;0
1095;5;3
1096;9;7
1101;2;8
1102;0;5
1105;4;9
1107;5;9
1109;2;3
1112;6;4
1114;2;3
1117;9;7
1118;2;8
1119;2;7
1120;1;8
1122;9;7
1124;9;8
1125;9;8
1127;9;3
1128;4;3
1130;4;9
1133;9;7
1135;1;5
1141;9;7
1142;6;4
1143;4;7
1144;3;5
1149;9;8
1150;2;3
1151;1;6
1152;7;9
1153;5;6
1154;2;0
1156;9;7
1157;6;4
1160;6;4
1164;9;7
1168;4;5
1169;9;5
1170;9;8
1171;9;7
1172;5;3
1173;9;7
1181;1;6
1182;5;6
1185;5;8
1187;6;2
1191;6;0
1194;4;7
1197;6;0
1198;6;8
1200;3;8
1202;6;8
1204;9;3
1206;2;7
1208;4;3
1216;9;7
1219;2;8
1221;4;5
1224;6;2
1225;2;8
1226;2;7
1228;5;9
1229;2;8
1232;4;9
1234;5;8
1235;6;5
1242;1;4
1243;6;5
1244;9;7
1246;3;0
1247;3;9
1248;2;8
1249;2;8
1250;1;6
1251;3;2
1252;6;5
1256;0;2
1259;2;8
1260;1;7
1264;5;4
1265;2;3
1266;4;6
1267;9;8
1268;9;8
1270;9;4
1272;4;5
1273;6;0
1274;1;4
1276;6;7
1277;4;9
1281;3;5
1282;4;9
1283;2;7
1286;6;8
1287;5;8
1288;6;0
1289;4;5
1290;6;3
1291;2;3
1298;6;3
1299;4;5
1301;5;4
1306;9;4
1308;4;9
1310;5;3
1312;4;8
1314;2;4
1315;1;3
1317;4;3
1319;6;8
1320;1;8
1321;9;7
1322;7;9
1324;1;8
1325;4;8
1326;2;7
1327;4;9
1328;9;7
1330;9;4
1331;3;5
1334;6;5
1337;3;2
1339;6;5
1344;1;6
1345;6;2
1353;3;8
1354;2;3
1355;4;7
1357;2;4
1363;9;7
1364;2;8
1366;9;7
1369;9;7
1371;4;8
1378;6;5
1380;4;9
1384;9;3
1389;6;8
1393;2;5
1394;9;8
1398;3;8
1401;9;7
1404;4;0
1406;2;5
1410;1;2
1411;3;0
1415;6;8
1417;5;9
1421;4;5
1425;4;8
1428;5;9
1429;4;9
1433;2;8
1435;4;9
1436;4;6
1437;9;4
1440;6;4
1441;4;8
1443;2;8
1444;2;6
1445;3;0
1447;6;5
1450;0;6
1453;9;4
1463;9;3
1464;3;8
1465;1;4
1466;3;5
1467;9;5
1469;6;3
1470;5;8
1473;9;5
1474;1;8
1476;3;5
1477;2;7
1480;2;3
1482;1;6
1490;5;3
1492;7;9
1494;9;7
1495;2;3
1496;9;7
1497;4;7
1499;2;8
1500;1;7
1501;4;9
1502;6;8
1505;9;7
1507;9;7
1508;4;9
1510;0;5
1516;9;4
1520;4;7
1522;2;7
1523;6;8
1524;2;8
1525;3;5
1527;5;1
1529;0;4
1530;2;8
1535;3;0
1536;2;6
1539;2;3
1541;0;8
1543;9;7
1545;4;9
1547;9;4
1549;6;4
1550;9;5
1553;3;9
1556;9;8
1558;2;0
1559;2;9
1560;1;8
1562;3;8
1564;9;7
1565;3;0
1566;1;7
1567;9;8
1568;2;8
1569;2;6
1571;9;4
1572;2;8
1573;2;8
1576;9;7
1581;2;7
1583;6;8
1584;4;8
1590;5;0
1592;2;7
1595;9;7
1598;3;5
1601;6;3
1606;9;7
1607;5;3
1609;0;2
1610;4;0
