Ziffer-Index;Erkannt als;Richtige Antwort:
8;6;5
18;8;3
149;4;2
241;8;9
245;5;3
247;2;4
259;0;6
300;6;4
321;7;2
340;3;5
389;7;9
435;7;8
445;0;6
448;8;9
449;5;3
495;2;8
582;2;8
619;8;1
629;6;2
659;8;2
684;3;7
691;4;8
707;9;4
710;3;5
717;6;0
720;8;5
740;9;4
844;7;8
866;6;5
882;7;9
900;3;1
924;7;2
938;5;3
951;4;5
956;6;1
965;0;6
1014;5;6
1032;8;5
1039;8;7
1044;8;6
1073;8;5
1112;6;4
1114;8;3
1128;7;3
1166;2;3
1178;6;4
1192;4;9
1224;6;2
1226;2;7
1232;4;9
1242;9;4
1247;5;9
1253;6;4
1260;1;7
1283;2;7
1289;8;5
1299;7;5
1319;3;8
1325;6;8
1326;1;7
1328;9;7
1364;2;8
1378;6;5
1413;8;4
1465;6;4
1494;9;7
1500;1;7
1522;9;7
1527;6;1
1530;7;8
1549;6;4
1553;3;9
1554;8;9
1609;6;2
1620;3;2
1621;6;0
1634;7;4
1678;0;2
1681;7;3
1709;8;9
1717;0;8
1751;2;4
1754;3;7
1773;6;1
1790;7;2
1828;7;3
1901;4;9
1938;6;4
1941;8;7
1952;8;9
1984;0;2
2016;2;7
2018;7;1
2024;9;7
2035;3;5
2043;8;4
2044;7;2
2053;9;4
2098;0;2
2109;7;3
2118;0;6
2129;8;9
2182;2;1
2185;5;0
2186;0;2
2266;6;1
2272;0;8
2293;6;9
2299;7;2
2325;2;7
2326;5;0
2329;2;0
2358;3;1
2369;8;5
2371;9;4
2386;7;4
2387;1;9
2406;1;9
2408;9;3
2422;4;6
2488;4;2
2496;3;2
2560;2;3
2582;7;9
2607;1;7
2648;0;9
2654;1;6
2770;6;3
2771;9;4
2877;6;4
2896;0;8
2921;2;3
2927;2;3
2939;5;9
2945;7;3
3005;1;9
3030;8;6
3060;7;9
3062;6;8
3073;3;1
3117;3;5
3132;2;1
3136;3;7
3333;9;7
3405;9;4
3422;0;6
3457;6;1
3475;7;3
3503;1;9
3520;4;6
3549;2;3
3558;0;5
3559;5;8
3567;5;8
3597;3;9
3604;0;7
3674;3;8
3718;9;4
3742;9;3
3751;2;7
3764;5;0
3767;3;7
3776;8;5
3780;6;4
3808;8;7
3811;4;2
3817;6;2
3818;6;0
3838;1;7
3853;5;6
3876;8;2
3893;6;5
3902;3;5
3906;3;1
3926;3;9
3941;6;4
3946;8;2
3976;1;7
3985;4;9
4065;8;0
4075;3;8
4078;3;9
4140;2;8
4163;5;9
4176;7;2
4201;7;1
4212;3;1
4224;7;9
4248;8;2
4265;7;4
4289;7;2
4294;5;9
4306;7;3
4363;5;9
4369;4;9
4374;6;5
4425;4;9
4435;7;3
4437;2;3
4477;6;0
4497;7;8
4498;8;7
4521;7;2
4536;5;6
4540;3;7
4575;2;4
4601;4;8
4635;5;3
4639;9;8
4723;7;2
4731;7;8
4735;4;9
4751;6;4
4807;3;8
4814;0;6
4823;6;9
4874;0;9
4876;4;2
4879;6;8
4880;8;0
4886;3;7
4910;4;9
4918;4;9
4956;4;8
4966;9;7
4990;8;3
5054;8;3
5067;6;3
5068;1;4
5078;6;3
5140;6;3
5165;3;0
5331;6;1
5409;6;4
5457;8;1
5634;3;2
5642;5;1
5676;7;4
5678;6;8
5734;7;3
5749;6;8
5835;9;7
5842;7;4
5887;5;7
5888;0;4
5937;3;5
5945;8;3
5955;8;3
5973;8;3
6023;8;3
6035;0;2
6045;8;3
6046;8;3
6059;8;3
6071;3;9
6081;8;9
6091;8;9
6112;8;9
6157;8;9
6166;3;9
6168;3;9
6172;0;9
6173;8;9
6390;8;5
6392;2;5
6400;6;0
6505;0;9
6555;9;8
6571;7;9
6572;3;1
6597;7;0
6598;3;5
6605;5;6
6608;5;9
6625;7;8
6632;5;9
6651;5;0
6765;5;8
6783;6;1
6785;6;2
6981;6;5
7216;3;0
7432;1;7
7434;8;4
7451;6;5
7459;5;9
7473;5;4
7595;8;3
7797;6;5
7821;2;3
7934;8;1
8020;8;1
8062;8;5
8081;6;4
8094;8;2
8095;8;4
8246;8;3
8272;5;3
8277;8;3
8329;5;4
8339;6;8
8408;6;8
8410;6;8
8502;3;5
8520;9;4
8522;6;8
9009;2;7
9015;2;7
9019;2;7
9022;2;3
9024;2;7
9071;8;1
9482;3;5
9513;8;5
9587;4;9
9642;7;9
9664;7;2
9669;5;4
9679;5;6
9692;7;9
9698;5;6
9700;8;2
9716;0;2
9719;0;5
9729;6;5
9733;8;9
9738;5;4
9740;8;9
9745;2;4
9749;6;5
9764;8;4
9768;0;2
9770;0;5
9777;0;5
9779;0;2
9792;9;4
9808;4;9
9839;3;2
9856;5;9
9941;6;5
9944;8;3
9980;3;2
9982;6;5
