Ziffer-Index;Erkannt als;Richtige Antwort:
0;1;7
1;0;2
3;1;0
4;1;4
6;9;4
7;4;9
8;1;5
9;1;9
10;7;0
11;1;6
13;3;0
14;6;1
15;4;5
17;1;7
18;9;3
19;9;4
20;1;9
21;1;6
22;7;6
23;1;5
24;1;4
25;1;0
26;9;7
27;1;4
28;3;0
29;9;1
30;1;3
31;9;1
33;9;4
34;1;7
35;0;2
36;9;7
37;9;1
38;1;2
39;6;1
40;6;1
41;1;7
42;9;4
43;1;2
44;1;3
45;1;5
46;9;1
47;1;2
48;9;4
49;7;4
50;1;6
51;9;3
52;1;5
53;7;5
54;9;6
55;3;0
56;1;4
59;1;5
60;9;7
61;1;8
63;1;3
64;1;7
65;9;4
66;7;6
67;9;4
68;1;3
69;9;0
70;1;7
72;1;2
73;1;9
74;6;1
75;9;7
76;1;3
77;1;2
78;1;9
79;1;7
80;1;7
81;9;6
82;1;2
83;9;7
84;1;8
85;9;4
86;1;7
87;1;3
88;9;6
90;1;3
91;1;6
92;1;9
93;1;3
94;9;1
95;9;4
96;9;1
97;1;7
98;3;6
99;1;9
100;9;6
102;1;5
103;1;4
104;4;9
105;1;9
106;0;2
109;9;4
110;1;8
111;1;7
112;1;3
113;1;9
114;1;7
115;6;4
116;9;4
117;1;4
119;1;2
120;1;5
121;1;4
122;9;7
123;3;6
124;9;7
125;3;9
126;9;0
127;1;5
128;1;8
129;1;5
130;1;6
131;1;6
132;3;5
133;9;7
134;1;8
135;6;1
136;3;0
138;3;6
139;1;4
140;1;6
141;1;7
144;1;7
145;9;1
146;1;8
147;1;2
148;3;0
149;9;2
152;1;5
153;1;5
154;7;1
155;1;5
156;9;6
157;3;0
158;0;3
159;9;4
160;9;4
161;3;6
162;1;5
163;9;4
164;1;6
165;3;5
166;9;4
167;1;5
168;9;1
169;9;4
170;1;4
171;1;7
172;1;2
173;1;3
174;1;2
175;1;7
176;6;1
177;1;8
178;6;1
179;1;8
180;7;1
181;1;8
182;1;5
184;1;8
186;1;2
187;3;5
189;9;1
191;9;1
192;1;0
194;3;0
195;4;3
197;1;6
198;9;4
199;1;2
200;1;3
201;9;6
203;6;1
205;1;3
207;3;5
208;1;2
209;3;9
210;9;4
211;1;5
212;4;9
213;1;3
215;1;0
216;1;3
217;1;6
218;1;5
219;1;5
220;9;7
221;1;2
222;1;2
223;1;7
225;1;2
226;1;8
227;9;4
229;1;7
230;1;3
231;0;3
232;1;8
233;1;8
234;9;7
235;1;9
236;1;2
237;1;2
238;9;4
239;0;1
240;9;5
241;1;9
242;1;8
243;9;7
244;1;2
245;9;3
246;9;0
247;9;4
248;9;4
249;1;2
250;9;4
251;9;1
253;1;5
254;9;7
255;9;7
256;1;2
257;1;8
258;3;2
259;9;6
260;0;8
261;1;5
262;9;7
263;1;7
265;9;1
266;3;8
267;9;1
268;3;8
269;9;0
270;0;3
271;3;0
272;0;1
274;3;9
275;1;4
277;1;8
278;1;2
279;6;1
280;1;2
281;1;9
282;9;7
283;1;5
284;3;9
285;1;2
286;1;6
287;9;4
289;0;5
290;9;8
291;0;2
292;3;9
293;3;2
294;3;0
295;3;4
298;1;2
299;1;8
300;1;4
301;9;7
302;9;1
303;1;2
304;6;4
306;1;2
307;6;7
308;1;4
309;0;3
310;1;3
312;3;0
313;0;3
314;9;1
316;1;6
317;1;5
318;7;2
319;9;5
320;6;9
321;1;2
322;1;9
323;1;3
324;3;0
325;1;4
326;9;2
327;1;0
328;1;7
329;9;1
330;6;1
331;1;2
332;6;1
333;1;5
334;1;3
335;1;3
336;3;9
337;1;7
338;0;8
339;3;6
340;1;5
341;1;6
342;6;1
343;0;3
344;1;8
345;9;1
346;1;0
347;1;5
349;9;3
350;9;1
351;3;5
352;9;5
353;1;6
355;1;8
356;1;5
357;7;1
358;3;7
360;3;4
361;1;6
362;1;2
363;1;2
364;0;5
365;1;0
366;1;6
367;9;5
368;1;6
369;1;3
370;9;7
371;1;2
372;7;0
373;1;8
374;1;8
375;1;5
376;9;4
377;7;1
378;7;1
379;1;4
381;7;3
383;1;7
384;1;6
385;7;1
386;3;6
387;9;2
