Ziffer-Index;Erkannt als;Richtige Antwort:
6;9;4
16;4;9
18;5;3
30;7;3
33;6;4
44;1;3
47;6;2
48;9;4
59;6;5
61;5;8
62;4;9
73;7;9
78;4;9
92;4;9
93;5;3
97;1;7
111;1;7
112;1;3
118;4;9
121;6;4
125;4;9
149;4;2
151;5;9
152;4;5
175;1;7
182;1;5
184;0;8
185;4;9
195;5;3
200;8;3
205;1;3
213;1;3
218;9;5
222;8;2
231;1;3
237;1;2
241;5;9
244;1;2
245;5;3
247;6;4
249;1;2
256;1;2
261;1;5
281;4;9
283;7;5
290;9;8
300;6;4
303;5;2
309;1;3
313;5;3
318;0;2
320;7;9
321;1;2
323;1;3
326;1;2
331;1;2
336;4;9
340;1;5
341;4;6
349;7;3
358;9;7
362;3;2
363;1;2
381;1;3
386;0;6
405;9;4
426;4;9
435;7;8
444;8;2
445;0;6
449;5;3
460;9;5
464;1;3
471;7;9
479;5;9
483;4;5
490;6;0
495;0;8
502;1;5
507;5;3
511;9;4
515;7;3
520;1;8
521;4;9
524;2;3
528;5;3
530;4;9
531;2;3
536;1;2
538;1;8
542;4;8
543;9;8
548;5;3
551;1;7
552;8;0
553;6;8
560;4;9
562;4;9
569;9;3
577;7;3
578;7;3
582;1;8
583;1;2
591;0;8
595;5;3
610;6;4
613;1;2
614;1;3
616;7;9
617;1;7
619;4;1
624;1;2
627;4;9
628;7;3
630;4;9
637;8;3
638;9;5
646;1;2
653;1;2
654;3;5
659;7;2
667;1;7
669;7;3
683;1;3
684;9;7
685;3;8
691;9;8
692;7;5
699;7;3
706;7;9
707;9;4
708;9;4
714;0;8
717;4;0
720;8;5
738;8;2
740;9;4
741;1;2
758;4;9
770;6;4
779;7;5
780;2;3
781;6;8
791;9;5
795;1;3
797;1;5
813;8;9
829;5;4
841;9;7
844;7;8
853;1;7
857;1;5
877;6;8
881;9;4
883;5;3
894;8;3
898;1;7
902;9;4
916;6;4
919;1;2
924;1;2
926;0;2
930;1;7
934;9;5
938;5;3
944;7;3
947;4;8
950;1;7
951;7;5
956;2;1
957;5;3
958;0;3
965;0;6
969;9;4
975;3;2
982;8;3
990;3;2
991;5;3
1010;9;4
1014;4;6
1021;1;7
1032;4;5
1039;2;7
1046;3;5
1050;1;2
1062;7;3
1066;7;3
1068;9;8
1072;7;3
1082;1;5
1086;4;9
1090;4;9
1092;1;3
1095;5;3
1101;4;8
1107;5;9
1109;2;3
1112;6;4
1114;8;3
1115;7;5
1117;1;7
1118;2;8
1119;8;7
1121;6;0
1122;1;7
1124;7;8
1125;9;8
1127;1;3
1131;4;5
1135;1;5
1138;1;2
1143;1;7
1152;7;9
1156;9;7
1159;8;4
1166;2;3
1177;1;2
1178;8;4
1181;1;6
1182;5;6
