Ziffer-Index;Erkannt als;Richtige Antwort:
8;6;5
18;2;3
61;2;8
66;2;6
77;7;2
119;8;2
124;4;7
149;9;2
158;2;3
164;4;6
195;8;3
232;5;8
233;9;8
241;5;9
243;2;7
247;2;4
257;1;8
259;0;6
300;6;4
321;7;2
340;3;5
341;4;6
362;7;2
386;5;6
435;9;8
445;0;6
448;8;9
460;9;5
464;7;3
478;6;5
479;5;9
495;2;8
502;3;5
507;5;3
511;9;4
515;2;3
528;2;3
530;4;9
531;6;3
543;3;8
551;1;7
552;2;0
559;4;6
565;9;4
569;5;3
571;9;4
578;2;3
582;2;8
583;7;2
591;3;8
597;7;0
638;7;5
655;2;8
658;4;7
659;9;2
667;2;7
687;2;3
691;4;8
694;8;5
707;9;4
717;6;0
720;6;5
726;9;7
740;9;4
760;9;4
791;9;5
810;2;7
839;3;8
906;7;9
938;5;3
939;0;2
947;9;8
965;0;6
982;2;3
989;2;6
999;7;9
1017;2;6
1032;6;5
1033;2;8
1039;9;7
1062;7;3
1068;4;8
1073;8;5
1079;4;6
1101;2;8
1107;3;9
1114;2;3
1124;7;8
1128;7;3
1173;9;7
1181;2;6
1191;7;0
1192;5;9
1194;9;7
1198;4;8
1204;7;3
1224;6;2
1226;2;7
1232;4;9
1233;6;5
1242;9;4
1247;5;9
1248;2;8
1253;6;4
1256;5;2
1260;1;7
1272;7;5
1283;2;7
1289;9;5
1319;3;8
1326;2;7
1337;6;2
1345;7;2
1357;9;4
1364;2;8
1378;6;5
1391;9;4
1393;3;5
1402;7;2
1403;8;1
1414;7;9
1415;5;8
1422;9;4
1433;1;8
1444;7;6
1467;9;5
1469;5;3
1476;3;5
1494;0;7
1500;1;7
1522;9;7
1527;6;1
1530;9;8
1549;2;4
1553;3;9
1559;3;9
1587;5;6
1600;5;3
1609;1;2
1626;5;6
1634;9;4
1641;0;5
1671;9;7
1678;3;2
1681;7;3
1696;1;2
1709;3;9
1717;0;8
1721;9;7
1722;4;2
1732;5;9
1737;2;5
1747;8;5
1751;2;4
1754;2;7
1759;6;8
1765;5;3
1772;9;7
1773;5;1
1782;9;8
1790;7;2
1823;9;8
1843;2;0
1850;9;8
1857;4;6
1868;4;1
1878;2;8
1880;0;6
1901;4;9
1911;6;5
1913;2;3
1917;8;5
1930;4;2
1938;2;4
1940;0;5
1941;4;7
1952;5;9
1970;3;5
1983;2;3
1984;0;2
2016;2;7
2024;9;7
2040;4;5
2043;8;4
2044;7;2
2048;9;7
2053;9;4
2057;5;6
2093;1;8
2105;5;3
2107;0;8
2109;7;3
2118;5;6
2129;2;9
2130;9;4
2135;1;6
2148;9;4
2174;5;3
2182;2;1
2185;5;0
2186;3;2
2189;1;9
2224;2;5
2272;0;8
2293;0;9
2299;7;2
2305;8;3
2325;2;7
2326;8;0
2329;2;0
2351;0;3
2362;2;8
2369;8;5
2371;9;4
2381;9;8
2387;1;9
2393;5;8
2394;9;4
2395;3;8
2405;2;3
2406;1;9
2408;9;3
2422;4;6
2434;3;1
2445;7;5
2462;4;2
2464;9;4
2488;8;2
2526;3;5
2534;5;3
2548;4;9
2552;9;8
2556;8;5
2573;8;5
2574;7;5
2598;2;8
2604;3;5
2607;2;7
2611;8;5
2618;5;3
2635;7;2
2648;0;9
2654;1;6
2670;8;5
2681;8;3
2695;1;7
2702;0;6
2718;4;6
2730;4;7
2739;4;8
2742;7;9
2754;0;6
2770;5;3
2771;9;4
2805;0;5
2810;3;5
2812;4;9
2836;7;4
2850;2;5
2855;8;5
2863;4;9
2866;4;6
2896;0;8
2907;9;4
2911;2;8
2915;3;7
2919;8;5
2921;2;3
2925;0;5
2927;2;3
2939;7;9
2945;9;3
2953;5;3
2959;7;2
2990;5;8
2995;8;6
3005;8;9
3030;2;6
3033;2;6
3060;7;9
3068;2;8
3073;2;1
3100;3;5
3102;3;5
3108;5;3
3117;9;5
3121;4;6
3130;0;6
3132;2;1
3145;9;5
3160;4;9
3186;2;8
3189;4;7
3206;3;8
3240;3;9
3254;0;6
3261;9;3
3263;5;8
3269;3;6
3284;7;8
3288;9;4
3289;5;8
3329;2;7
3330;3;2
3337;7;2
3381;2;3
3384;0;2
3405;9;4
3410;9;4
3422;0;6
3447;4;6
3468;6;5
3490;9;4
3503;1;9
3520;4;6
3549;2;3
3550;5;6
3559;5;8
3565;8;5
3567;5;8
3573;2;7
3597;3;9
3604;0;7
3614;4;6
3662;5;8
3681;3;2
3702;3;5
3718;9;4
3727;5;8
3749;0;6
3751;2;7
3757;1;8
3763;7;5
3767;2;7
3776;8;5
3780;6;4
3798;4;9
3801;0;6
3806;7;5
3808;2;7
3811;3;2
3817;8;2
3818;6;0
3832;7;2
3833;2;8
3834;2;3
3838;1;7
3853;5;6
3855;0;5
3869;4;9
3871;3;8
3876;0;2
3893;2;5
3902;3;5
3906;3;1
3926;5;9
3929;8;5
3941;6;4
3943;5;3
3946;8;2
3951;2;8
3954;5;8
3962;6;3
3976;1;7
3985;4;9
3995;5;3
4002;5;3
4007;3;7
4013;3;1
4017;9;4
4063;8;6
4075;5;8
4078;7;9
4093;4;9
4131;3;5
4139;4;6
4152;1;5
4154;4;9
4163;0;9
4176;7;2
4177;6;5
4193;4;6
4201;7;1
4205;1;2
4211;5;6
4212;3;1
4224;7;9
4238;3;7
4248;8;2
4255;3;5
4256;2;3
4261;8;5
4271;3;5
4272;4;9
4289;7;2
4294;0;9
4297;3;7
4306;7;3
4310;8;5
4313;9;4
4315;8;5
4355;9;5
4356;8;5
4359;9;5
4369;4;9
4374;6;5
4425;4;9
4435;7;3
4449;0;6
4451;8;2
4477;3;0
4497;7;8
4498;9;7
4500;1;9
4521;7;2
4523;3;8
4548;2;5
4571;8;6
4575;2;4
4578;9;7
4601;4;8
4615;4;2
4639;9;8
4640;2;8
4678;3;7
4690;2;7
4699;8;6
4722;6;5
4723;7;2
4724;5;8
4731;7;8
4735;4;9
4737;6;8
4739;7;0
4743;2;8
4751;6;4
4785;8;3
4798;5;6
4807;3;8
4808;5;3
4814;0;6
4816;9;2
4823;4;9
4833;2;3
4837;2;7
4839;2;8
4852;6;8
