Ziffer-Index;Erkannt als;Richtige Antwort:
8;6;5
33;6;4
87;5;3
92;4;9
124;4;7
149;4;2
233;7;8
241;5;9
247;6;4
259;0;6
290;4;8
300;6;4
313;5;3
320;7;9
321;7;2
340;1;5
341;4;6
352;0;5
362;7;2
403;5;8
435;7;8
445;0;6
449;5;3
479;5;9
495;2;8
507;5;3
528;2;3
531;6;3
542;4;8
543;3;8
551;1;7
553;6;8
565;9;4
569;4;3
578;2;3
582;2;8
591;3;8
610;6;4
613;8;2
629;6;2
658;9;7
659;9;2
684;1;7
689;9;7
691;4;8
707;9;4
717;6;0
738;3;2
740;9;4
741;8;2
760;9;4
781;5;8
795;1;3
810;2;7
839;3;8
844;7;8
924;7;2
938;5;3
939;5;2
947;9;8
950;2;7
959;9;4
965;0;6
982;2;3
1014;5;6
1039;9;7
1068;4;8
1096;9;7
1101;3;8
1107;3;9
1112;6;4
1114;8;3
1119;2;7
1125;9;8
1192;4;9
1194;9;7
1198;4;8
1200;3;8
1202;5;8
1204;2;3
1206;9;7
1224;6;2
1226;2;7
1232;4;9
1234;5;8
1242;9;4
1247;5;9
1248;5;8
1251;6;2
1256;5;2
1260;1;7
1283;2;7
1289;9;5
1319;3;8
1325;6;8
1326;2;7
1328;9;7
1337;6;2
1364;2;8
1378;6;5
1410;6;2
1422;9;4
1425;4;8
1429;4;9
1433;1;8
1444;4;6
1467;9;5
1469;5;3
1494;9;7
1500;1;7
1522;9;7
1525;0;5
1527;6;1
1530;7;8
1549;6;4
1553;3;9
1569;4;6
1581;2;7
1584;9;8
1609;6;2
1621;6;0
1634;9;4
1640;4;9
1671;9;7
1678;5;2
1681;7;3
1686;5;8
1696;1;2
1709;5;9
1717;0;8
1718;9;7
1722;4;2
1727;7;3
1751;2;4
1754;2;7
1759;6;8
1772;5;7
1773;6;1
1774;5;8
1790;9;2
1800;4;6
1813;5;8
1823;9;8
1828;5;3
1843;2;0
1850;9;8
1857;4;6
1868;4;1
1878;3;8
1883;9;7
1901;4;9
1903;4;7
1911;6;5
1926;5;3
1930;4;2
1938;6;4
1940;0;5
1941;4;7
1952;5;9
1973;5;8
1981;4;6
1984;0;2
2016;2;7
2024;9;7
2028;9;7
2035;3;5
2040;6;5
2043;8;4
2044;7;2
2052;4;8
2053;9;4
2063;5;7
2070;9;7
2093;1;8
2098;0;2
2099;9;8
2109;7;3
2115;0;7
2118;5;6
2121;1;8
2129;2;9
2130;9;4
2135;1;6
2138;8;2
2148;9;4
2174;5;3
2182;2;1
2185;5;0
2186;0;2
2189;1;9
2266;6;1
2272;0;8
2293;6;9
2299;7;2
2325;2;7
2369;9;5
2371;9;4
2380;0;9
2381;9;8
2387;1;9
2393;5;8
2395;3;8
2414;4;9
2422;4;6
2423;9;8
2425;3;8
2449;5;0
2454;5;6
2488;6;2
2548;4;9
2598;2;8
2607;1;7
2610;8;2
2631;6;0
2648;5;9
2654;1;6
2681;4;3
2695;4;7
2713;8;0
2720;4;9
2770;5;3
